way,esp
Pantira tamüi n wanee kaa'ula e je’tsüin jia.,Hazme llegar una cabra de cierto tamaño.
Jaja'ttiamüin kashikalü pa’atapajeechi taya ma’aka kaso’urüle tantüin.,Al terminar el mes esperarás a que yo llegue en cualquier día.
Nojoishi je’rain ma’in chi wayuu toolok ai aa’in.,El hombre valiente no es cualquier cantidad (= es una minoría).
"Mojulaashi ma’in jintüikai, ja'itaakaja'a janain a’ülüjain nümüin.","El niño es muy malo, aunque sea cualquier persona que lo regañe."
"Paapireechi taya jalapüshi eera, ma’aka jülatül e wanee kasa.","Tú me avisarás en cualquier momento, si pasa algo."
O’uneechi taya  Karaakamüin.,Yo iré a Caracas.
Tayeechi o'una ka Karaakamüin.,Yo soy el que irá a Caracas.
Aseeshi taya uujolu .,Yo quiero beber chicha.
Uujolu tasee ka.,Es chicha lo que yo quiero beber.
Wüi taikalaa ka aa’u.,Fue sobre culebra que me senté.
Ojoitüshiiinka waya  putuushi.,Nosotros enterramos a tu abuelo.
Waya ojoita kainka putuushi.,Fuimos nosotros los que enterramos a tu abuelo.
Shi’rüinma’a toushu  anuwakalü.,Mi abuela vio el barco.
Jia toushu e’ra kama’a anuwakalü.,Mi abuela fue la que vio el barco.
Ojoiteena waya  putuushi.,Nosotros enterraremos a tu abuelo.
Wayeena ojoita ka putuushi.,Seremos nosotros los que enterr aremos a tu abuelo.
Tayeechi  o’unaka Maiko’umüin pümaa.,Seré yo el que  va a Maicao contigo
Nia akanajaka atchinjirawaa kalü.,Es él el que  gana en la lucha
Chü’ü  taikalaaka aa’u tantapa yaamüin yaa.,Es excremento sobre lo que  me senté  cuando llegué aquí
Pia nnojoleechika asaküin Shakiira.,Eres tú el que  no saludará a Shakira
Shakiira  nnojoleetka asaküin pia.,Es Shakira la que  no te saludará a ti
Wayeena  ayonnajaka sümaa majayütkalü tüü.,Seremos  nosotros los que  bailemos con esta señorita
Piainjachi  outaka joolu'u .,Eres tú el que  va a morir ahora
Ipale'eya  joutka yaapünaa yaa .,Es piedra lo que  abunda por aquí
Jimeechi  wata'ülaka.,Será pez lo que  capturaremos.
"Jalaina yaamüin yaa tamaa, jee toulaajeenü jaya süpüla jaa'ayulujain süka sikikalü.","Vengan aquí conmigo, y los dejaré calentarse al fuego."
Nnnojolüitpa shunulin ma’in taya jee aneerü tamüin tü jemiai aipa’ajatükalü.,Yo ya no estoy tan resfriada y el aire fresco de la noche me hará bien.
"Naa’inrapü’üin wainma kasa anasü kataiwa’aya no’u, jee outushi nia 175 nuuyase.","Él hizo muchas cosas buenas mientras estuvo vivo, y murió a los 175 años."
"Jimata jia, ko’uta jia, jülüja jaa’in, otta  jaapa tü taashaje’erüinjatükalü jümüin.","Quéden se quietos, hagan silencio, presten atención, y escuchen lo que voy a leerles."
Aneechi ma'in pia nükajee  chi püchon mulo'ushikai ; oo'ulaka  müshia e'reechi pia pümüliala  nünainjee  chi matsayüikai .,Tú estarás bien por causa de tu hijo mayor; y/pero  sufrirás por causa del pequeño.
"Ma'aka poonoole jümaa tanüiki, aneerü pukuwa'ipa; oo'ulaka  tayüülajeechi pia ma'aka pi'rüire wayumüin.",Si obedeces mi palabra te irá bien; y/pero  te abandonaré si eres desobediente.
"¿Aseesü paa'in wüin, püsee pa eera  waraapa?","¿Quieres tomar agua, o quieres tomar  gaseosa?"
"¿Ayonnajeesü paa'in jümaa Nuuri, jia pa eera  püyonnajeein amaa Jusepiina ?","¿Quieres bailar con Nuris, o quieres bailar con Josefina?"
"¿Laülaa chi püshikai, jima'ai pa eera  nia?","¿Tu padre es viejo, o es joven?"
"Paala jümaiwa ekapu'ushi chi tashikai sichuwala jümaa keesü , jero'o  jiale , maiki irolu a'ajaaushi , a'lakajaaushi  jiale .","Antes mi padre solía comer bollitos con queso o cuajada, maíz tierno asado o cocinado."
"Makaa'ulainsai taya, manneetsesai taya ya'asa .","Yo no tengo chivos, y tampoco tengo ovejos."
"Nnojotsü müin aka pia pounuwajayaasü, mamaneejasalü jiairua ya'asa .","Ellas no son delgadas c omo tú, y además no son amables ."
"Nnojotsü shia shi'irain mo'uwa, nnojotsü shia shi'irain wanee kasa ya'asa .","Eso no era canto de paloma, ni tampoco era canto de ningún animal."
"Chi jintüichonkai, nnojoishi mayaain jaa’in maa’awashi, nnojoishi mapüsa -yaain nia ya’asa .","El muchachito no parecía estar perdido, ni tampoco muerto de cansancio."
"Nnojotsü paa'ain jia ya'asa , nnojotsü amain jia ya'asa .","Eso no era una vaca, y no era un caballo  tampoco ."
"Nnojolü maata jo'unuin chapünaa chaa'a ya, ee nnojolinjana ojunain     ipairua jaya ya'asa .",No se vayan por allá y no vayan ustedes a estar tirando piedras tampoco.
Cho’ujaasü tamüin [aa'inmajaa t a'ttia ].,Es necesario para mí el cuidar mi siembra.
Acheküsü [o'otojoonaa türa püshe'einkalü ].,Es necesario que esa ropa tuya sea sacudida.
Ateküsü [paa'inrüin mainmashaana sipata ].,Conviene que hagas muchísimo hilo de algodón.
Mojunuwasü nümüin [ekaa süka najapü ee a'ataa nüsapaatse ].,Se le hacía difícil a él comer con las manos y amarrarse los zapatos.
Atüjashii waya [aashaje’eraa jümaa ayaawajaa ].,Nosotros sabemos leer y contar.
¿Jamataalasü nünüiki nashikai namüin tepichikana sünain [nüpütüin naya ]?,¿Qué les dijo el padre a los niños al dejarlos  él a ellos ?
O'unaleeshi'iya w aya süchiki [yalain waya iipünaa apünüin oora ].,Nos fuimos después de estar nosotros arriba tres horas allí arriba.
"Anainja'aya to'unule joolu'u yaajee yaa"" — müs hi jünain atamawaa.",“Es mejor que me vaya ahora de aquí” — dijo al levantarse.
"Tü kamionkolu, nnojotsü yolujaain"" — müshi tamüin tawalakai.",“El camión no es un fantasma” — me dijo mi hermano.
"Nnojo puwataain, taaneewaa, nnojoishi yolujaain taya"" — müshi nümüin.","“No corras, cuñado, yo no soy un fantasma — le dijo."
"Aku'lajaashi taya; nnojoishi o'uneein taya"" — müshi nia jümüin jieyuukolu.",“Tengo pereza; yo no quiero ir” — le dijo él a las mujeres.
"Ma'aka nnojorüle ja'yain anneetkalü, outeech i pia"" — müshi tamüin nüma'iki.","“Si no aparece el ovejo, tú vas a morir” — me dijo antes de marcharse."
Nümakalaka jintüikai yaa: “¿Kasa püchajaaka achiki yayaa?”,Entonces dijo el niño: “¿Qué estás buscando aquí? ”
"Nümataalakalaka chi nashikai yaa: “Anakaja'a amülouitaale paala naya"".",Entonces su padre dijo: “Sería mejor si ellos antes se perdieran”.
"Yüü'üyütüüi, püküja tamüin: “¿Jalashi pi'rapünaain Ma'leiwa yaa?”","Soledad, cuéntame: “¿Por donde viste de paso a Dios?”"
"So'u wanee ka 'i, a'waatüshima'a wanee jintüi: “Koou, koou, jalaina je'raiwa tüü”.","Un día un niño gritó: “Koou, koou, vengan a ver esto”."
"Chi jintüikai, mayaasü ni'rüin türa, asakitshi: ""¿Jaralü yalaka yala?""","El chico, al ver eso, preguntó: “¿Quién está ahí?”"
chi alijuna kepiakai pipialu’u,el alijuna [que vive en tu casa]
chi jima’ai pu’luwajakai e’ejena cha Perijaa,el joven [cuyo carro te robaste en Perijá]
tü jierü puusajakalü watta’inka,la mujer [que tú besaste ayer]
na wayuu tasakakana Maiko’u,los wayuu [que yo saludé en Maicao]
chi laülaa apantajaakai suulia pulusiia,el viejo [que salió corriendo de la policía]
tü Ø o’unajatükalü Marakaayamüin,la Ø [que va para Maracaibo]
na Ø kepiakana yaapünaa yaa,los Ø [que viven por aquí]
chi alijuna akumajakai luma,Miguel está contento con el criollo [que construye enramadas]
na tepichi ayonnajakana sümaa teikalü,Miguel está contento con los niños [que bailan con mi madre]
tü alijuna makatakalü sümaa teikalü,Miguel está contento con la criolla [que se quedó mi madre]
chi jima’ai püchajaakai,Miguel está contento con el joven [que tú buscas]
chi ekirajüi walü’üjakai amüin nneerü,Miguel está contento con el maestro [al que le trajimos dinero]
"Müinka püchekü le, piiyaja taya.","Si tú quieres, cúrame."
"Atamaasüirua nüchiirua, ma’aka nüshiitayaa le.","Si se iba a orinar, ellos se levantaban detrás de él."
"Ma’aka pa’alainpalajayaa le naya, outeechi pia nachiki.","Si ellos son víctimas de tus  mentiras, te matarán."
"Müleka nnojoru le suwalaajüin, nata’üleena süchonniikana.","Si ella no paga, ellos arrestarán a sus hijos."
"Ma’aka nnojorü le ja’yain nneetkalü, outeechi pia tachiki tale’ejapa.","Si no aparece el dinero, te mataré después cuando vuelva."
"Müleka nnojoru le taa'inrüin tü nachekakat, nnojoleena naya talatüin tamaa.","Si yo no hago lo que quieren, ellos no estarán contentos conmigo."
"Ma’aka püküjayaa le jüchiki, outalaa meechi pia jüchiki püküjain jia.","Si te atreves a contarlo, morirás inmediatamente después de que lo cuentes."
"Ma’aka shikü le wanee anneerü wüitüshii, ekajaasü jia wunu’usiikalüiruaya’asa.","Si un cordero come hierbas , él se comerá también las flores."
"Müleka nüntü le janainmüin wanee jintüi, müleka nüsirajü le, müleka oorotarü le nu'wala, jayaawatamaateerü oo'u jalaire nia yaan.","Si un niño llega hasta ustedes, si ríe, si tiene cabellos de oro, adivinarán en seguida quién es."
"Müleka nüchon le pia Ma’leiwa, puluwataa türa ipakat shii’iranajaaiwa pan.","Si eres Hijo de Dios, ordena que estas piedras se conviertan en pan."
"Ø Nüikalaayaa le ja’ato’u, awanaasü nüma’anajee.","Si él se sentaba al lado de ella, ella volaba de su lado."
Jo´uuchonjaasü naa´in Ma´leiwa Ø mapünajüin re waya.,Se empequeñece el corazón de Dios si no sembramos.
"Ø Nnojoru le kapüin putuma, o’uneechi eepünaale, machiki meerü  puulia.","Si tú no lo amarras, se irá por donde sea y se te puede perder."
"O’unushi je taya, ma’aka pantü le.","Yo me hubiera ido, si hubieras llegado."
"Ma’aka kanüi re pia, paapirüin je taya.","Si tú hablaras, me hubieras avisado."
"O’unushinka je taya pümaa, ma’aka kasapia le taya.","Me habría ido contigo, si hubiese tenido pasaje."
"Ma’aka kanneetse re taya, aya’lajüshi je taya wanee piichi.","Si tuviese dinero, compraría una casa."
"Müleka nnojoru le kaawain pünüiki nutuma Ma’leiw a, nnojoishi je pia laülaain toulia.","Ninguna autoridad tendrías contra mí, si no te fuese dada por Dios."
"Ma’aka tashapajaa lema’a püpüleerua, nnojotsü je pu’wayuusein türa wayuukolu.","Si yo me hubiese apresurado en ir delante de ti, esa mujer no sería tu esposa."
"Müleka shiimüin reje sünain ji’raajüin ma’i taya, ji’raajüin je chi Tashikai wanaa tamaa.","Si en verdad ustedes me conocieran, también a mi Padre conocieran."
"Outushima’a je taya cha’aya Karaaka, ma’aka nnojoi re jülüjain aa’inwaa taya.","Hubiera  muerto en Caracas, si no me hubiesen atendido."
"Müleka nanoujü leje, anasü je tatuma naku wa’ipa tamaa.","Si hubieran creído, ellos estuvieran bien conmigo por mi causa."
"Müleka shiimain reje  piain we'rüin, anakaja peenakü le taya süpüla tantajachin pünainmü in soo'opünaa tü palaakat.","Si en verdad eres tú a quien vemos, sería bueno que me llamaras para ir hacia ti sobre el mar."
"Müleka nnojoru leje eein shia, nnojotsü je taküjain achiki jümüin.","Si ello no fuera  así, yo no se lo hubiera dicho  a ustedes."
"Süchikijee outuin majayütkalü, amojujaasü miichipa’akalü.","Después que se murió la muchacha, la casa se deterioró."
Nnojotsü anain tü jo’uukot süchiki shi’itaanüin wütia sünain.,La niña no estaba bien después de que le pusieron la inyección.
"Jüchikijee nüiküin paa'akalü, chakuwaishi eemüin tü alijunapia Maiko’ukolu.","Después de vender la vaca, él se dirigió a la ciudad de Maicao."
"Süch ikijee aliikajatükaa meemetshi tü soo’ujee tü püta kasuutotkolu, aashajaajeena waya süchiki nünüiki ka’ikai.","Después de esta tarde de llovizna sobre tu piel blanquecina, hablaremos sobre el lenguaje del sol."
"Chi pürinsipechonkai, süchikijee waraitasha anain ma'in nia sa'akapünaa jasai, ipairua jee sa'akapünaa nieewe, nünta anainrü wanee wopu.","El principito, después de caminar mucho entre arena, rocas y nieve, encontró un camino."
"Mayaa sü ja'yuuin, asukajaanüshi Piipa natuma na ekirajüliikana.","Apenas amaneció, Pipo fue echado de menos por los maestros."
"Mayaashii antüin naya jünain asütaa kaa'ulakai, süsiinakaijasa nia tatuma.","En cuanto ellos lleguen a quitar el chivo, yo lo habré  hecho cecina."
"Mayaashi aja'ttüin wayuukai jünain ekaa, nüsirüin laülaakai wanee wunu'u.","En cuanto terminó de comer, el viejo le dio de beber un remedio."
"Pülaa mayaasü ekerolu in ka'ikalü ni'rüin, o'ttüshi jünain a'yalajaa.","Apenas él veía que el sol se ocultaba, empezaba a llorar."
"Pülaa mayaashi antüin epeyüikai eemüin wayuukai, ashakatüshi, nünalaa o'uutajeechi.","Apenas llegó el epeyüi a donde el hombre, se bajó y le miró a la cara."
Nnojotsü yaletayaainjatüin paa'in wanaa sümaa paashajaain nümaa Ma’leiwa.,No debes ser arrogante en el momento en que tú hables con Dios.
"Wanaa sümaa yaajachin Jesús saa'u tü  mmakat, niiyajüin na ayuuishiikana.","En el tiempo que estuvo Jesús aquí en la tierra, él curó a los enfermos."
"Wanaa jümaa aipiruain juya taya, te’rüin wanee ayaakuwaa anashaana sü ma’in.","Cuando yo tenía seis años, vi una imagen muy hermosa en un libro."
Naashajaapu'u amaalü nu’wayuusekalü [jii'iree joonooin nümaa ].,Le hablaba frecuentemente a ella para que lo aceptase.
Warai müshi wayuukai jainküinpünaa tü a'ttieekalü [jii'iree ni'rüin ou'uichikananii ].,El hombre caminaba por entre el sembradío con el deseo de ver las huellas.
"Jiasa'a jo'u wanee ka'i, antataalashi nainchi Kushematai [jünain achijiraa maalüyashaanaiwa'aya ].","Entonces un día, llegó el cuñado de Kushematai para despertarlo muy de madrugada."
Tawalaajeerü tojuyaala namüin [suulia neiwa’ajüin taa’in ].,Les pagaré mi deuda a ellos para que no me fastidien.
Apantajaashi chi ka’ruwaraikai [juulia ata’ünnaa jüpüla pulusiia ].,El ladrón salió corriendo para no ser atrapado por la policía.
Nüsirüin laülaakai wanee wunu'u [suulia mojujain nüle'e sutuma niküinkalü ].,El viejo le hizo beber un remedio para que no se le dañase el estómago a causa de la comida.
"Anujulaashi chi kaainjaraikai shiyaama'a w anee wunu'u, [suulia ni'nnüin natuma ].",El malhechor se escondió detrás de un árbol para no ser visto por ellos.
Puchuwajaa siki [ta'lakajaa iwa piküin ].,Enciende el fuego para cocinarte tu comida.
Anakaja’a to’unule eemüin Jusepiina [tachunta iwa nneerü ].,Es bueno que yo vaya a donde Josefina para pedirle dinero.
Joo'uya amouyuwoumüin [pü'yalaja iwa jü'ütpa'a pu’wayuusekalü ].,Vamos al cementerio para que llores junto a tu mujer.
"O’unuinjana waya M arakaaya müin [we’raaja iwa Piipa, c hi anüikiipü’ükai ].","Nosotros nos vamos a Maicao para que tú conozcas a Pipo, el lingüista."
"Paamala pu’ula yaapünaa yaa, [pootoliraa iwa julu'u, yooto iwa taya pümaa ].","Cuelga tu chinchorro por aquí, para que te acuestes en él, para yo conversar contigo."
Püliikuche chi kaa'ula [po'otooinjachi ka naa'u ].,"El chivo no es un burro, como para que te montes sobre él."
A'yataashicheje taya [kanneetseinjachi ka taya ].,"Yo no estoy trabajando, como para tener dinero."
"Ayuuishi ma'in taya, mapülü'üsai tay a, [tasa'lijayaa ka jüpüjana monkukolu ].","Yo estoy muy enfermo, estoy débil, como para recoger los mangos caídos."
"Mojulaashi ma'in chi tachonkai, [tojulajüin jase'e nia pejeewa ].","Mi hijo es muy malo, por eso le pego a cada rato."
Mojulaajüshi paala yaajee yaan; [nnojoiyaa jase'e tajüteein nia jalamüin yaa ].,Estando aquí se portó mal; por eso yo no deseaba enviarlo para ninguna otra parte.
"Wüinyaasüshire’e ma'in taya, [tasakalaka tü waraapakalü ].","Yo tengo tanta sed, que voy a beber la gaseosa."
"Mapüshisai chira ayuuishikai, [waya kalaka a’yataain nümaa ].","Ese enfermo no tiene familia, y nos toca trabajar asistiéndolo."
"Che'ujaasü amüchi jümüin tei, [amüchi kalaka tokolojüin jümüin ].","A mi madre le hacía falta una múcura, y por eso una múcura le traje de regalo."
Talatüshi taya süka te'raajü in toumain; talatüshi taya aka wayuu in taya,Estoy contento porque conozco mi tierra; estoy contento por ser wayuu.
"Niya’lajüinjatü eküülü , süka saja’lajaa in","Él va a comprar comida, porque se acabó."
"Japüishii jaya, süka mulo'uyuushaana in türa japato'ushekalüirua","Ustedes tienen vergüenza, porque tienen las uñas muy largas."
"Teküin süchon tü wunu’ukot , süka shimeejü in taya tü wüikat","Yo comí el fruto del árbol, porque la serpiente me engañó."
A'yalajüshi taya aka ju'unuinjatü in tawala,Yo estoy llorando porque mi hermana se va a marchar.
A'ülüjüna amüinrü jietkalü aka jantirü in chi wayuukai,La mujer fue reprendida porque había llevado al hombre.
"Anakaja tashapajaale , aka sa’atapajü in taya toushu","Es conveniente que me apresure, porque me está esperando mi abuela."
"Nnojotsü anain jüpüla pu'wayuusein taya , aka tü nnojol in müin aka taya pia","No conviene que yo sea tu mujer, porque no tú eres como yo."
"Nnojoleerü tejeerajüin jüyaakuwa takatünasüin, aka kapülee in jia tapüleerua","No dibujaré mi avión, por que es difícil para mí."
E’rüi wayumüin pia sükajee paa’inrü in tia wamüin,"Tú eres una mala persona, porque nos hiciste eso."
Achumajaleekalüja’a ma´in taa’in nojuuna na wüchiikana sükajee nawatü in aitu’upunaa,"¡Cuánto envidio a los pájaros , porque ellos vuelan por el cielo!"
Pülaa’inchi ma’in pia julu’u ke’ejenaa kemion,Tú eres muy presumido por el hecho de tener un camión.
"O’uneeshi taya Maiko’umüin, akaisa’a m asapia in taya","Yo quiero ir a Maicao, pero no tengo pasaje."
"Nnojolu tayaawatüin oo'u tü nümakaa, akaisa’a ako'ulaain taya","No comprendí sus palabras, pero me callé."
"A'lakajaainjatüyaa taya, akatsa'a nnojolu in siki","Yo iba a cocinar, pero no había leña."
"Alü'üjainjatüyaa taya eküülü, akatsa'a moto'olu in taa'in","Yo iba a traer comida, pero a mí se me olvidó."
"Naashajaapu'u amaalü jii'iree joonooin nümaa, akatsa'a a'alijiraa in nuulia",Le hablaba frecuentemente a ella para que lo aceptase; pero la mujer se negaba.
"Too'ul aajeechi pia, mülieechi paja'a taya püchikiru'u","Yo te abandonaré, pero en verdad yo voy a sufrir por tu ausencia."
"Nülü'üjain korolokolu, nnojot paja'a nii'iyatüin jia amünii","Llevó las prendas, pero sin mostrárselas a nadie."
Mulo'u ma'in pia toulia; katchin paje'e ma'in taya puulia,"Tú eres más grande que yo, pero yo soy más fuerte que tú."
Nantaka aliika; a'ülüjüna amüinna; talatashaana paja'a naya,Llegaron por la tarde; los regañaron; pero estaban felices.
"Wattashiiyaaje'e kepiain waya, anta paja'a waya maalü yaamüin yaa","Nosotros vivimos lejos, pero llegamos aquí pronto."
"Antaleejeena waya ja ’wai, o'una kalüjasa pia wapülapünaa","Nosotros llegaremos en la noche, pero tú te habrás ido antes de que lleguemos."
"Antaja'aleechi pia aipouupa jümaa sikikalü, a'lakajaa kanajasa waya weküin","Tú llegarás al anochecer con la leña, pero ya habremos cocinado nuestra comida."
"Anteechi pia yaamüin yaa jünain atekajaa, o’una kaijasa taya toumainpa’amüin","Tú vendrás acá a cobrar la deuda, pero yo me habré ido a mi tierra."
"Tüü palaaka, tüü wuinka, tüü wopüka süpülajatü wayuu süpushuaya; otta müsüya tüü sükoroloko wayuu sümaiwajatü ma'aka sa'in amüyuu, walaa, wotkasa'inru; kas a tüüirua nojotsü süpüla süikünüinj atüin, süwanajanüinjatüin saanapajünüinjatüin nojotsü süpüla süsütunüinjatüin wo'ulia wakorolosü waneepia süpüla ka'ikat süpushuaya.","Los bienes de uso público, los parques naturales, las tierras comunales de grupos étnicos, las tierras de resguardo, el patrimonio arqueológico de la Nación y los demás bienes que determine la ley, son inalienables, imprescriptibles e inembargables."
"Tüü sükoroloko wayuu sümaiwajatü jee müsüya tüü süpülajatka wayuu süpushuaya shia mülee a'inraka sükua'ipa wayuu shia nojotka anain süpüla nüma'anain wayuu waneeshia , naimajüinjatü naa shikiipu'ukana tüü alu'uwatawaaka. Akümajünüinjatü natuma naa ayatalika sünain süpüla_nanatüinjatüin sükua'ipa ma'aka sülu'Úle no'ummain wayuú süsütkü tüü korolo sümaiwajatka.","El patrimonio cultural de la Nación está bajo la protección del Estado. El patrimonio arqueológico y otros bienes culturales que conforman la identidad nacional, pertenecen a la Nación y son inalienables, inembargables e imprescriptibles. La ley establecerá los mecanismos para readquirirlos cuando se encuentren en manos de particulares y reglamentará los derechos especiales que pudieran tener los grupos étnicos asentados en territorios de riqueza arqueológica."
"Tüü mma kalaulajanaka. Kajütsü amünii süpüla. süchajain sükua'ipa kasa eekai cho'ujain sümüin anainjatka anainje. A'ka müin yaa anuu tüü anaka sünamJe. 1. Alu'uwaatashi, naa laulayuukana sülu'u süka tüü nakua'ipaka. 2. Na'inrüinjatü tüü e'itaanaka napüleeerua. 3. Sülu'ujainjatü na'in tüü kasa eekat sülu'u, otta sükotchinnüinjatüin süjütü tüü kasa ayu'unnaka süle'erujee. 4. Ashanüinjatü sünainje süpnetse mmaka süpushuaya.","Las entidades territoriales gozan de autonomía para la gestión de sus intereses, y dentro de los límites de la Constitución y la ley. En tal virtud tendrán los siguientes derechos: 1. gobernarse por autoridades propias. 2. Ejercer las competencias que les correspondan. 3. Administrar los recursos y establecer los tributos necesarios para el cumplimiento de sus funciones. 4. Participar en las rentas nacionales."
"Tüü püruwinsia münakat sütuma alijuna akumajaasü süka tüü munisiipia sümaka alijuna, otta müsüya no'ummain wayuu jee no'ummain naa makalakana a'ka nakua'ipa na'ütpüna. Tüü puruwinsia akumajaasü süka alu'uwatawaa müleka nüchuntüle shikiipu'ukai mma kowernatoot münakai jee naa shikiipu'ukana tüü munisiipia münakat otta naa kepiashiikana sülu'u munisiipiakat eepünai süchüntüin tüü alu'uwatayaka. Tüü munisiipia ekeroleeka sünainmüin tüü puruwinsiaka acheküsü nasakitnüin süpuleerua naa kepiashiikana sülu'u. Tüü mma kalaulaka chi kowernatotkai sümaa tüü munisiipiaka aapüinjatü sümüin tüü puruwinsiaka süpüshi sünnetse a'aka nalu'uwatalain laulayuu sükua'ipa.","Las provincias se constituyen con municipios o territorios indígenas circunvecinos, pertenecientes a un mismo departamento. La ley dictará el estatuto básico y fijará el régimen administrativo de las provincias que podrán organizarse para el cumplimiento de las funciones que les deleguen entidades nacionales o departamentales y que les asignen la ley y los municipios que las integran. Las provincias serán creadas por ordenanza, a iniciativa del gobernador, de los alcaldes de los respectivos municipios o del número de ciudadanos que determine la ley. Para el ingreso a una provincia ya constituida deberá realizarse una consulta popular en los municipios interesados. El departamento y los municipios aportarán a las provincias el porcentaje de sus ingresos corrientes que determinen la asamblea y los concejos respectivos."
"Sükümajaya no'ummain wayuu süpüla nalu'uwatain sülu'u süka nakua'ipa sümaiwajatü ajüitüinjatü sünainje wanee pütchi, karaloutalüsü natuma sülaulayuu mma wattajee namayalee naa wayuu shikiipu'ujanaka no'ummain süma nakua'ipa. Eesü süpüla süntirain sükua'ipa no'ummain wayuu süma sükua'ipa no'ummain eekai müin a'aka na'in müleka pejejiralee shia. Otta müsüya nalu'uwatainjatü alu'u naa wayuu laulayuu, shikiipu'u ko'ummainshiikana sünain wannajirain na'in nama alijuna shikiipu'ujana mma.","La conformación de las entidades territoriales indígenas se hará con sujeción a lo dispuesto en la Ley Orgánica de Ordenamiento Territorial, y su delimitación se hará por el Gobierno Nacional con participación de los representantes de las comunidades indígenas , previo concepto de la Comisión de Ordenamiento Territorial. Los resguardos son de propiedad colectiva y no enajenable. La ley definirá las relaciones y la coordinación de estas entidades con aquellas de las cuales formen parte."
"Aka sukua'ipa sülu'u tüü Konstitusionka jee Leikatüirua, tüü sümainka wayuu sülu'uata alu'ulü wayuu nakua'ipalü laulayuu. Nalu'uwatainjatu alu'u no'ummain süka tüü: Shiawase wanee (1). Jülu 'ujainjatü a'in tüü alu 'uwatanaka süpula sajapülu 'ujia mma jee müsuya kepiajirawa sülu'u. Shiawase Piama (2). E'itawa sa'in süpushua tüü kasa cho'ujaka süpula anainjatüin sukua'ipa no'ummain sümalee anain na'in sülu'u ma'aka sainüin süpulerua mmaka süpushua. Shiawase Apünuin Süma Jara'i (3 y 5). A'inmajia süpushua kasa eekat sülu'u mmaka. Shiawase Pienchi Süma Akaratshi (4 y 7). Jülu 'ujirawa a'in süma sülaulayuu mma sü'ülia e'in kasachiki no'ummainpa. Shiawase Jara'i Süma Mekiisat (5 y 8). Süche'epüjana no'ummain eemüin naa sulaulayuukana mma jee eepünale sükua'ipa. Shiawase Mekietsa (9). A'aka müin sülu'u Konstitusionka.","De conformidad con la Constitución y las leyes, los territorios indígenas estarán gobernados por consejos conformados y reglamentados según los usos y costumbres de sus comunidades y ejercerán las siguientes funciones: 1. Velar por la aplicación de las normas legales sobre usos del suelo y poblamiento de sus territorios. 2. Diseñar las políticas y los planes y programas de desarrollo económico y social dentro de su territorio, en armonía con el Plan Nacional de Desarrollo. 3. Promover las inversiones públicas en sus territorios y velar por su debida ejecución. 4. Percibir y distribuir sus recursos. 5. Velar por la preservación de los recursos naturales. 6. Coordinar los programas y proyectos promovidos por las diferentes comunidades en su territorio. 7. Colaborar con el mantenimiento el orden público dentro de su territorio de acuerdo con las instrucciones y disposiciones del Gobierno Nacional. 8. Representar a los territorios ante el Gobierno Nacional y las demás entidades territoriales a las cuales se integren, y 9. Las que le señalen la Constitución y la ley."
"Tüü no'ummainka wayuu eweetiret nnerü sümainje süwashirüin süleejeetka süpüshi namaa süchünterü sülaula tüü mma shiitanüin sülu'uwatawaa sükua'ipa tia. No'ummain wayuu nneerü aa'ka sa'in tüü inünisiipia münaka sünain sa'apain nnerü süpüleerua sa'inrüin tüü kasa cheujaka, namüin naa.","Los municipios participarán en los ingresos corrientes de la Nación. La ley, a iniciativa del Gobierno, determinará el porcentaje mínimo de esa participación y definirá las áreas prioritarias de inversión social que se financiarán con dichos recursos. Para los efectos de esta participación, la ley determinará los resguardos indígenas que serán considerados como municipios."
Süka tüü nnerü süwalajaka konpañiaka tüüirua nojotka antüin sülu'umüin sa'atawai mma jee sülu'umüin tüü munisiipiakat akotchijunet süpushua wattamüin eejeree sa'apu'unüin süpüla shiüjünüin kasa washitka alu'u mmaka süma sainmajünliin süpushua kasa sülu'ukat mmaka jee müsüya shiitanüin tüü kasa choujakalü süpüla anain wayaa wapüshua.,"Con los ingresos provenientes de las regalías que no sean asignados a los departamentos y municipios, se creará un Fondo Nacional de Regalías cuyos recursos se destinarán a las entidades territoriales en los términos que señale la ley. Estos fondos se aplicaran a la promoción de la minería, a la preservación del ambiente y a financiar proyectos regionales de inversión definidos como prioritarios en los planes de desarrollo de las respectivas entidades territoriales."
Tüü wakua'ipaka süpüla katao'u nojolüinjatü etnüin amüin . Nojolüinjatü e'in o'utira sa'in wayuu.,El derecho a la vida es inviolable. No habrá pena de muerte.
"Nojotsü süpula amoutünüinjachin wanee wayuu so'opüna na'in, nojoluinjana jamajüin atuma, nojoluinjana a'innüin naka wanee kasa ekai nojolüin süpulajatüin wayuu.","Nadie será sometido a desaparición forzada, a torturas ni a tratos o penas crueles, inhumanos o degradantes."
