way,esp
Chasü  tekirajaale chaa’aya Wajiirü.,Mi escuela está allá  en La Guajira.
"Wachuntüin pümüin soꞋukaꞋi, paaꞋinmaja waya, pünaajaa waya wapüshuwa'a.",Te pedimos hoy que nos protejas y nos guardes a todos nosotros.
Eirakaaweeshi chi pumuusainkai julu'upünaa wanee ju tatüsü iipünaa,Tu gato quiere mirar por una abertura arriba
Nnojotsü eein tama'ana wanee palit kaleje'e siki.,Yo no tengo ni siquiera un poco de leña.
Nümaashi taya chi wayuukai eemüinre  nii'iyatüin  tamüin wanee walaa.,El hombre me condujo hacia allá donde me mostró  un walaa.
Ojulejapu’ushi pia nneerü  naa’u tashikai.,Tú solías pedir dinero a mi padre.
Ichaa wanee shi’ipa mürütkalüirua sulu’u wanee mmaya ’asa.,Una parte de los animales está por allá en otro lugar.
Pujuyaajira,Presta
Tüü wayunkeerakat atüküüshi süka pootshi.,La muñeca se hace (= es hecha) con barro.
Eetaashi laülaakai joyototaain nüpüla julu'u wanee süi juyuupünaa lumakalü.,Él encontró al viejo sentado en un chinchorro debajo de la enramada.
Mmatalü,tío
Alü'üjünüshi chi tawalakai jutuma pulusiiakaa jalam üin eera yaa.,Mi hermano fue llevado por la policía quién sabe para dónde.
"Müleka nnojoru le taa'inrüin tü nachekakat, nnojoleena naya talatüin tamaa.","Si yo no hago lo que quieren, ellos no estarán contentos conmigo."
"Nümataalakalaka chi nashikai yaa: “Anakaja'a amülouitaale paala naya"".",Entonces su padre dijo: “Sería mejor si ellos antes se perdieran”.
Anashi Kamiirü ya’aya wepialu’u wamaa.,Camilo está bien aquí en nuestra casa con nosotros.
¿Eꞌinüshii na jieyuukana ?,¿Las mujeres son artesanas ?
"Tachuntüin jümüin, jükaalijüin jatüin taya sünain eeinjanain na juchoinkana jutuma.",Les agradezco que me colaboren con la participación de sus hijos.
"Aka tütüin ma’in nia jünain olojoo, ale’ejapu’ushi jo’ukai jümaa kasirüü.","Porque él era muy diligente cazando, siempre solía volver con presas."
achajaattatüshi,busca algo más
"O'uneechi taya Wuinpumüin kashika t üseena, mo'unajaainsai taya saa'u tapüshi eeirü ma ’aka piama juya","El mes que viene voy para  la Alta Guajira, tengo dos años sin visitar mi famil ia"
Na’ajüin  aipia nü’ lanalakalü.,Él quema el cují que ha talado.
Ayaawatü nüsü/Ayaawat uushi /Ayaawat uusu wanee wanülüü.,Se ha detectado un virus (en la computadora).
WunuꞋu,abajo
"Ayonnajüinjana na tamaajanakaa otta tayakai namaa na jieyuukana Jepein je'ewatkaa, müsü tamüin seeñokaa Laune.",Mis compañeros y yo nos toca bailar la yonna con las mujeres de Palasuma'ana me dijo la señora Laune.
Nnojoishi laülaakai piichipa'a,El viejo no estaba en casa.
Wachuntaka laka  wanee koola  sümüin wanee kamion .,Entonces pedimos una cola a un camión.
Joyoo müshi Kamiirü.,Camilo permaneció sentado.
"Aa'alijiraanüsü kapüleetakalü, ajaletinnüshi jiatta 'aya.","La soga fue sostenida entre varios, y él fue hecho bajar lentamente."
"Tanaateerü pukuwa ’ipa, to ’oojiree rü pia ja’raitua  wanee kasa anasü ma ’in.","Yo acomodaré tu vida, te bañaré cinco veces con una cosa muy buena."
Apototo müshi pia mma.,Tú te la pasas cavando la tierra.
Ashajeechi  Juan   tü aküjalaa kalü .  Ashajüneerü tü aküjalaa kalü  nutuma Juan.,Juan escribirá el relato. El relato será escrito por Juan.
sha’wataa,estar parado
Ichaa  wanee ji'ipa mürütkalüirua julu'u wanee mmaya'asa.,Por allá está  una parte de los animales en otro lugar.
Ayonnajüichipa,Ya baile
Eirakawaa,Mirar
"Chainjachi yaa taya aliikainka pipialu'umüin, akai saꞌa alaatalee in taya suulia püshakaj üle, pa 'atapaja taya watta 'a so'ulu'u pottounka","Ayer iba para tu casa pero me pase de la entrada, mañana me esperas en el portón."
"Nnojoo jikerotüin s uupuna kemionkaa , asheꞋtuushii taa jia","No se metan debajo del carro, se pueden golpear."
Amuuyuu,Cementerio
"Aa, aashajaashii waya süchiki katakal üirua oꞌu.","Si, hablamos sobre los seres vivos."
¿Jalasü pi’itaa in tasusia yaa?,¿Dónde pusiste mi mochila?
Nnojol üinja tü asüin  Tareesa  awarianta,Teresa no va a beber aguardiente.
¿Eesü koleejia yaa?,¿Aquí hay escuela ?
¿Kasatalü tü kamiisakalü?,¿De qué color es la camisa?
"Che'ra ja'raisü liiwura süpü'ü, nnojotsü kei'reein taa'in suwatsekaa","Dame cinco libras de la pierna, no quiero costilla."
ekaa,comer
"A’lakajaasü Mariia (taya, shia, pia)","María cocina (yo, ella, tú)."
¿Jalainja tü ni'itaain tashikai takamiisain yaa?,¿Dónde va a poner mi camisa mi padre?
Outusu mürülü su'utpünaa jout ai.,Los animales se mueren en el verano.
"O'unajana waya aliika Ekima ꞌanamüin, eesü wanee jutkata saa ꞌu wakuwa'ipa, eejirainjana waya sünain tü mi'iraka.","Hoy en la tarde vamos a Ekimana, hay un encuentro cultural, vamos a participar en los juegos tradicionales."
limuuna,limón
Apünüinjeena na kaa’ula taapeenakana pümüin.,Serán tres los chivos que te daré a ti.
Talatashaanasü ma'i naa'in süka ne'rüin tü jolotsük alü.,Ellos se pusieron muy alegres porque vieron la estrella.
"Antüsü wanee palajana, antüsü wanee mapan.","Llegó primero una, llegó otra después."
Ojutuushi ipakalü jutuma Kantaraalia .,La piedra fue lanzada por Candelaria.
Ayonnajü injatü  puwala nümaa,Tu hermana va a bailar con él.
Eeshi chi alijunakai jüpüla naapüin wanee karalouta  nümüin chi jintüikai.,El criollo  puede darle un libro al niño.
Yaajee pia uuton,Acercate aquí nene (a)
’yaata AQUÍ/ALLÁ apüta’ayatüshi,deja aquí y allá
¿O'un eesü pia tamaa Maiko'umüin?,¿Quieres irte conmigo a Maicao?
"Iraa  te'ejena, püsanan, püsiwottaja'ale'eya samüin saasan.","Ahí está  mi cabalgadura, desensíllal a y manéala de una vez por allá."
"Ma’aka tashapajaa lema’a püpüleerua, nnojotsü je pu’wayuusein türa wayuukolu.","Si yo me hubiese apresurado en ir delante de ti, esa mujer no sería tu esposa."
¿Aainjülü wayuusheꞌin?,¿Ella hace mantas?
Süpüla antaa sülu'umüin Senaaloka acheküshi kolonpianain naya otta apünüinjatüin shikii no'uyase.,Para llegar dentro del Senado deben ser colombianos y tener treinta años.
"A’lakajaashii wayuukana (waya, naya, jaya)","Los wayuu cocinan (nosotros, ellos, Uds.)"
¿Kasa n aa'inraka p üshikai,¿Qué hace tu papá?
Kakaa’ulainsü Mariia,María tiene chivos.
Mainmatua  jantüin wayuu aapiaa nüma ’anamüin laülaakai.,Llegaban muchas veces mensajeros a donde el viejo.
"Ja’itaichi asakinnüin pia, nnojoluinjatü kasain püküjain a chiki.","Aunque te pregunten, no vayas a contar nada."
achaja’alaa müshi,busca de pronto
Jeꞌra,vamos
Antüshi jünain amünajaa nuu’uichikanain epeyüikai.,Llegó para rastrear las huellas del epeyüi.
"¿Olojüshi pia atpanaa, pülojo pa eera  wüyala?",¿Cazaste conejo o cazaste venado matacán?
"Wekirajaain tü anain so ꞋukaꞋi tü shii Ꞌirainkaa wuommain, otta aküjalaakaa tü shiimainkat, müsia achuntaa saa Ꞌu wuommain .","Hoy vamos a aprendernos el himno nacional, la oración patria y el juramento a la bandera."
Alijuna  pia; wayuu  taya.,Tú eres criollo ; yo soy wayuu.
Sütünajutu injachi  Mariia  chi alijuna ka’liimo’ulekai.,El criollo barbudo va a ser  amigo de María.
Machü’lüinsalü Noora sutuma juyakalü.,Nora no está mojada por la lluvia.
Asüshi taya uujolu shiyatapünaa iita.,Yo bebí media totuma de chicha.
aiwaa,doler
Achijiraa müshija'a epe'tshikai jutuma aakajünaa as he'ein.,De repente el borracho se despertó porque le estaban quitando la ropa.
"O'unee na waya palajana  mettk aarulu'u, süchikej ee cheena  waya aya'lajüin sentürolu'u , kettapaa cheena waya ayaatüin suma'anamüin Pilome ena cha'aya Majayütpana.","Primero iremos al mercado, luego de compras al centro y por último  visitaremos la casa de la señora Filomena en Majayütpana."
"Napushua naa wayuukana eeshii süpula nachuntüin tüü aksion tutela münaka süpula nasakajüin eemüin naa kasalajanakalii, atuma sükua'ipa kasa süchirua wanee kasachiki ekai ottuin namanamüin süpula kajütüinjatüin tüü akua'ipa aapushika namüin sülu'u tüü Konstitusionka sü'ulia sülatunüin a'upuna natuma naa sülaulayuukana aluwatawaa. Akua'ipakat tüü süpulajatü süshawaletüin tüü aña,jalaka süpulamüin, akumajünüinjatüin maalu'u nütuma chi kasalajanaikai atuma kasa, süchikije alu'uwatanüinjatü emüin tüü Korte Konstitusionalü münaka süpula shi 'irajain shia. Akua'ipakat tüü a'innüinjatü ma'aka nojotüle e'in wane akua'ipa nata süpula akumajaa jee müsuya süpula anataa wane kasa süpula sülatüinnüin akua'ipa najapülüinjatü naa kasalajanakalii atuma sükua'ipa kasa ma'aka shi'itanüinjatüle tüü aksion te tutela münaka namüin wayuu natajana ekai kajapulüin sükua'ipa wane kasa napula wayuu napushua, jee müsüya ma'aka sülatüle tüü nañajalaka sünain amojuja sükua'ipa waima wayuu, jee müsüya_ ma'aka laulayuin naya nü'ulia chi achuntakai akalijüna otta müsuya naa nojolikana aso'utüin sa'u nakua'ipa.","Toda persona tendrá acción de tutela para reclamar ante los jueces, en todo momento y lugar, mediante un procedimiento preferente y sumario, por sí misma o por quien actúe a su nombre, la protección inmediata de sus derechos constitucionales fundamentales, cuando quiera que éstos resulten vulnerados o amenazados por la acción o la omisión de cualquier autoridad pública. La protección consistirá en una órden para que aquél respecto de quien se solicita la tutela, actúe o se abstenga de hacerlo. El fallo, que será de inmediato cumplimiento, podrá impugnarse ante el juez competente y, en todo caso, éste lo remitirá a la Corte Constitucional para su eventual revisión. Esta acción sólo procederá cuando el afectado no disponga de otro medio de defensa judicial, salvo que aquella se utilice como mecanismo transitorio para evitar un perjuicio irremediable. En ningún caso podrán transcurrir más de diez días entre la solicitud de tutela y su resolución. La ley establecerá los casos en los que la acción de tutela procede contra particulares encargados de la prestación de un servicio público o cuya conducta afecte grave y directamente el interés colectivo, o respecto de quienes el solicitante se halle en estado de subordinación o indefensión."
Atunkatüjülüya taya teis alaaiwa ’aya julu ’u to’ula.,Yo me había quedado  dormida al momento de acostarme en mi chinchorro.
Müsü yaa nünüiki namüin: Kamalainsü tamüin jemi'ira.,Él les dijo: Me gusta vuestro entretenimiento.
"Pükaalinja na ekirajüliikana süpüla nekirajüinjanain waya sünain anaa, so'u nünülia Jesus wachuntüin pümüin.","Ayuda a los profesores para que nos enseñen cada día mejor, en el nombre de Jesús te lo pedimos."
Ojo'itünüsüirua wattalu'u ma'aka tia julu'u wanee a mouyuu.,"Fueron enterrados algo lejos, como por allá en un cementerio algo distante."
Oꞌoojüsü,"Estoy, estaba bañándome"
"A’lakajaashi Kamiirü (taya, nia, pia)","Camilo cocina (yo, él, tú)."
Chapünaa,Por allá
"Waneeshiwai, süchikejee jajatt üin tü aküjalakaa, jütükeerü sünain jükaralo'utase.","Individual, después que terminen de hacer la historia, la pegan en sus cuadernos."
Anouipa'a,Afuera
Tawalaajeerü tojuyaala namüin [suulia neiwa’ajüin taa’in ].,Les pagaré mi deuda a ellos para que no me fastidien.
"Atunkuinjanayaa waya sulu ’u miichikaa tüü, akanasa ’a kainpüse ’eraain waya.","Nosotros íbamos a dormir en esta casa, pero tuvimos miedo."
Na'ajüin  aipia nü’ lanalaka lü.,Él quema el cují que ha talado.
makataa,quedarse
¿Eesü luusa yaaya ?,¿Hay luz eléctrica ?
¿Kasaichit sünülia majayütkalü tüse?,¿Cómo se llama la muchacha que viene hacia acá?
apüteech i,dejaré
"Ø Nüikalaayaa le ja’ato’u, awanaasü nüma’anajee.","Si él se sentaba al lado de ella, ella volaba de su lado."
Taata MaꞋleiwa Papá Dios,Taata MaꞋleiwa Papá Dios
"Tüü sükoroloko wayuu sümaiwajatü jee müsüya tüü süpülajatka wayuu süpushuaya shia mülee a'inraka sükua'ipa wayuu shia nojotka anain süpüla nüma'anain wayuu waneeshia , naimajüinjatü naa shikiipu'ukana tüü alu'uwatawaaka. Akümajünüinjatü natuma naa ayatalika sünain süpüla_nanatüinjatüin sükua'ipa ma'aka sülu'Úle no'ummain wayuú süsütkü tüü korolo sümaiwajatka.","El patrimonio cultural de la Nación está bajo la protección del Estado. El patrimonio arqueológico y otros bienes culturales que conforman la identidad nacional, pertenecen a la Nación y son inalienables, inembargables e imprescriptibles. La ley establecerá los mecanismos para readquirirlos cuando se encuentren en manos de particulares y reglamentará los derechos especiales que pudieran tener los grupos étnicos asentados en territorios de riqueza arqueológica."
"Eejerü wuiirü watta'a, püntai püyaꞌlajai",Mañana puedes venir a comprar ahuyamas
"Naa’inrapü’üin wainma kasa anasü, jee outushi nia 175 nuuyase.","Él hizo muchas cosas buenas, y murió de 175 años."
Mainmatua  jantüin wayuu aapiaa nüma ’anamüin laülaakai.,Llegaban muchas veces mensajeros a donde el viejo.
Apünüinsü tü karalo ’uta waya’lajüinjatükalü süpüla wekirajaain sünain wayuunaiki.,Son tres los libros que debemos comprar para estudiar wayuunaiki.
Ayuutushi nushunula jüchiki a’yalajaa.,Se sonó los mocos después de llorar.
¿Anasü? ta'lakajainjat ü  joolu'u.,"¿Está bueno?, lo voy  a cocinar ahora."
Nnojoi shi chü'lüin jintüikai  jutuma juyakalü,"El niño está seco, no está mojado a causa de la lluvia."
"Ekitnüshi taya juriichi Juuraleinjee aliikain, o'uneechi taya tachukua'a watta'a.","Allá en Juuralein, me brindaron frichi, mañana voy otra vez."
Eesü taa’in nüpüla chi ekirajüi antakai.,Yo estoy pendiente del maestro que vino.
"Mainmajüsü naa'in wayuukai, ako'ojooweeshi jünain j ietkalü","El hombre tenía diversos pensamientos, quería abrazar a la mujer"
Awataaichipa,"Acaba, acabo de Correr"
waraitaa,pasear
"Antaja'aleechi pia aipouupa jümaa sikikalü, a'lakajaa kanajasa waya weküin","Tú llegarás al anochecer con la leña, pero ya habremos cocinado nuestra comida."
"d. Jemetakai saa'in, pikirai taya pali Ꞌitchon.","Sabroso, me regalas poquito ."
Atüjashi jalamüinwaa yaa chi tawairüinkai.,El primo mío suele ir a alguna parte.
"Waneeichi juya tayakai sünain a 'yatawaa sulu Ꞌu tü ekirajiapüleekalü, atüjeeshi taa 'in aashajaawa wayuunaiki mmaꞌupunaa yaa","Tengo un año de trabajar en esta escuela, quiero aprender más wayuunaiki en esta nueva oportunidad"
"Mainmairü tü wayuu oo'ulakakalün, akatsa'a  isa'alü in nachiki nepishuwa'a.","Muchos lo han intentado ya, pero todos han frac asado."
"Jimata jia, ko’uta jia, jülüja jaa’in, otta  jaapa tü taashaje’erüinjatükalü jümüin.","Quéden se quietos, hagan silencio, presten atención, y escuchen lo que voy a leerles."
Chikeera,"Cercado , corral"
Washitshaanas hi ma’i wayuukai chii,Este hombre es muy rico
¿Jalasü kepiai n Roosa?,¿Dónde vive Rosa?
"Mayaasü ja'yuuin, asukajaanüshi Piipa natuma na eki rajüliikana.","Tan pronto amaneció, Pipo fue echado de menos por los maestros."
"Nülü'üjain korolokolu, nnojot paja'a nii'iyatüin jia amünii","Llevó las prendas, pero sin mostrárselas a nadie."
Sha ’waa müsü motsamüin anuuipa ’a jüchiki asaa uujolu.,Permaneció parada un rato afuera después de haber tomado  chicha.
"Eetaasü majayünnüükalü wapüla, awat aayaa müsü wapanapa.","Nosotros e ncontramos a las muchachas, elas salieron corriendo a nuestro encuentro."
¿Püyaawatüin taya?,¿Me reconoces?
Tajütüinjachi pia puumainpa ’amüin - müshi  laülaakai.,Yo te voy a mandar a tu tierra - dijo el viejo.
"Jalainna, jüikalaa yaaya.","Vengan, siéntense acá."
"Aku'lajaashi taya; nnojoishi o'uneein taya"" — müshi nia jümüin jieyuukolu.",“Tengo pereza; yo no quiero ir” — le dijo él a las mujeres.
"a. Palajana, eeinjatü püma'ana wanee asalaa nnojoluin ichein.","Primero, debes tener una carne que no esté dura."
Tayaawatüin pia - müsü  jietkalü nümüin Luuka.,Yo te reconozco – le dijo la mujer  a Lucas.
Nüyaawatüin ju'upünaa tü wayuuirua nantakalü ama'anamüin .,Él reconocía las caras de las personas a donde él había llegado.
Nnojolee rü tasaküin Jusepiina,Yo no saludaré a Josefina.
¿Jalashi a’yataain püshikai yaa?,¿Dónde trabaja tu padre?
Naashajaapu'u amaalü nu’wayuusekalü [jii'iree joonooin nümaa ].,Le hablaba frecuentemente a ella para que lo aceptase.
Eesü mürülü süma'ana tapüshi.,Mi familia tiene animales.
"¿Aseesü paa'in wüin, püsee pa eera  waraapa?","¿Deseas beber agua , o quieres acaso beber guarapo?"
