esp,nas
acompañar,paau'j-
compartir tristeza de otro,"paaú'ne-, paayús-"
desconocer,paaunu-
acercarse,paautyáa-
morir en lugar de otro,paauu-
miedoso,"paaúucjsa, paaúucjtjé'j"
tímido,"paaúucjsa, paayúucjsa"
compartir comida de otro,paaú'we-
encargar,paawe'we-
encargo,"paawe'weni, neecaawa'j"
entregarse voluntariamente,paaya'ducj-
acompañar,paayuu-
timidez,paayúucjweete
coger,pach-
cobijarse,pa'ch-
rasguñar,"pach-, pachi'chi-"
taparse,"pá'ch-, ya'pá'ch-"
agarrar,pachíi-
arañar,pachíi-
pañolón,pa'chnisa
sarapanga,pá'cj
remendar,"pa'cj-, pjulaí-"
trama,pacjé
buscar,pacue-
servir comida,"pa'cy-, pa'qui'cy-, puuts-, puutsuts-"
costo,pa'ga
precio,pa'ga
por,-pa'ga
ponerse caro,pa'ga yuu-
barato,pa'gamée
por,pa'gate
mirar,"pagay-, pagayu'yu-"
hasta,pa'j
llegar,"pa'j-, iipa'j-"
quitar,pajnde-
zafar,"pajnde-, pandende-"
cuatro,pajnz
cuarto,pajnztewe'sh
llegada,"pa'jwa'j, pa'jni"
ahuyentar,pajy-
visitar,"pa'jya' yuj-, visitaí-"
insinuar,pa'jywe'we-
sacerdote,pal
cura,"pal, amo"
barretón,"paletún, pleetún"
barsino,palsin
viga transversal,pand
barrer,pand-
lastimarse,pang-
banca,pangu
hacer pan,panu'j-
pegar,pápa-
pulga,pá'pa
bisabuelo,papa lul
dar paliza,"papa-, pecue-, pecue'cue-"
afanarse,pa'pchu-
procurar,pa'pchu-
comprometerse,pas-
contestar,pas-
pasear,pasiáa-
pasto,pastu
zafarse,"patee-, atsjute-, jypajnde-, yaatsjunde-"
canuto,patj
"derecha, a la derecha","patste, patsu"
mano derecha,patsu cuse
sancochar,patyji-
patio,patyu
llamar,pa'ya-
papaya,payáa
gobernador,Payaate ne'jue'sh
juguetón,paypwesa
bayo,payu
bayo cariblanco,payu pjeelu
tío con sobrino o sobrina,pcaaca
hasta,-pcach
mientras,-pcachja'
pecado,pcal
pecador,pcalsa
regar,pcamb-
urdir,pcamb-
urdimbre,pcambnisa
derramar,pcaw-
parásito,pcha'cy
pechanga,pchanga
"verbena, escoba babosa",pchanga
atrancar,pchatj-
poner atravesado,"pchatj-, paand-"
mecha,pchí'
pavesa,pchí'
chlspa,"pchí', ipy pchí'"
hijo con el padre o la madre,pchi'c
lavar la cara,pchjí'chi-
reunirse,pcjaacje-
juntarse,"pcjaacje-, peecjacje-"
reunión,pcjaacjeni
recoger,pcjacj-
juntar,"pcjacj-, utya-"
lavar,pcji'cj-
mal tratar,pcyuu-
agredir,"pcyuu-, puuty ya'pcyuu-"
maltrato,pcyuuni
verdugo,pcyuusá
amante,pdeepits
fornicador,pdeepits
amante,pdeeu'y
fornicadora,pdeeu'y
encarar,pdyi'pu-
enfrentar,pdyi'pu-
regar,peásh-
olvidar,pechcanu-
"olvido, olvidado",pechcanuni
pecho,pechu
pegar,pecue-
paliza,pecueni
alrededor,pecu'j
andar de un lugar a otro,pecu'j-
alumbrar,peecjicj-
metamorfosear,peecupy-
postrado,peecy tuty
hogar,peecy yat
propio,"peecy, peecy jíi"
boca abajo,"peecytuty, pquipja, teecjée."
trasladar,peefynicy-
necesidad,"peejini, jypeejini"
arrodillarse,peejyúcue-
repetidamente,peena
repetir,"peena-, peenana-"
disimular,peenda-
ocultar,peenda-
hacer rayas,peendu'j-
almohada,peendyiqui
poner la mano encina de,peequinze-
obsequiar,pees-
regalar,"pees-, peesu's-"
promover un asunto,peescatyjí'-
regalo,peesni
pareja,"peetam, ptam"
estar apretado,peetenzu-
estrecharse,peetenzú-
condimentar,peetje-
dar sabor,peetje-
mejicano,peetjé
penetrar,peetjee-
espiar,peetjengu-
condimento,peetjenisa
hoja de mejicano,peets tyja'
adelgazar,peetsu'j-
rematar,peetsu'j-
tía,"peetsujts, ntsuuts"
rehusar dar o gastar,peevisha-
compadecer,peeygáj-
amor,"peeygámni, peeygáaweete, peeygáawa'j"
tía,"peeyúucue, njí'yacue"
abundar,pej na-
realmente,pejca
siempre,pejca
lograr,pejca ewuu-
rendir,pejna-
guía,pe'jna u'jsa
nadar,pejnd-
llevar,"pe'jrra u'j-, jyúna u'j-"
dar bofetada,"pejtya-, petyaatya-"
faltar,pejy-
necesitar,"pejy-, jypeejy-"
hacer falta,"pejy-, jypejy-"
carrizo,pel
trozo,pe'la
pedazo,"pe'la, pe'lacue"
despedazar,"pe'lande-, pe'ltende-"
partir,"pe'lande-, pe'ltende-"
despedazarse,"pe'late-, pe'ltete-"
alpargata,pelgatyi
perdonar,peltunaí-
despeñarse,pelu-
rodar,"pelu-, peíuulu-"
revolcarse,peluulu-
acabar,pemba-
destructivo,pembasá
cacarear,pembée-
chillar,pembée-
gemir,pembée-
quejarse,"pembée-, túchj-"
aullar,"pembée-, ú'ne-"
curar olla,peme'j-
raya,pend
sepultar,penda-
enterrar,pendáa-
tumba,pendani
sepulcro,pendani cafy
anciana,penzh
vieja,"penzh, penzhcué"
envejecerse,"penzhíi-, tjé'je-"
barranco,peñacjé
cerebro,pe'pe
seso,pe'pe
robusto,pepy
a través,"pesa'j, jypeesa'j"
pasar,pesaja-
atravesado,pesatj
horizontal,pesatj
longitud,pesatj jyu'j
mirar,"pesay-, pesayu'yu-"
fiscal,pescal
peso,pesu
ladrón,peswée
robar,"peswée-, tse'-"
usado,pete
amanecer,pe'te-
pender,pé'tje-
trocha,pé'tjñi
sudor,pé'ts
hacer pedazos,"petsate-, petstende-, petstete-"
mascar,pe'tse-
masticar,pe'tse-
hender,petsete-
astillarse,petsjate-
rajar,"pétsju-, pétsjutsju-"
rociar,pé'tsjutsj-
sudar,pé'tsu-
inclusive,pety
garganta,péty
pedernal,"pety cuet, ipy cutyi'jni cuet"
bocio,péty shiwa
coto,péty shiwa
pegar,petya-
sacar muesca,petyi'j-
tumbar,pétyj-
ronco,"pétyj se'seni, pétyj apjani, pétyj ujndy"
vena yugular,pétyj watse
bañarse,péw-
pedido,péyni
pico,pica
viga,picas
anguilla,pichga
casa de la minga,pi'cy yat
invitar,"pi'cy-, pi'qui'cy-, jypi'cy-"
convidar,"pi'cy-, jypi'cy-"
acompañar,pi'cyna u'j-
acompañante,"pi'cyna u'jusa, paau'jsa"
matón,piicje
pepino,piináa
tallar,piisa-
dibujo,piisani
imagen,piisanisa
oveja,piishá
esquilar,piisha cjas waca-
corral,piisháa cyuupjni
pastor,piisháa tjengsa
sonarse las narices,píitsju-
macho,pijts
canilla,"pil, chinda pil"
pantorrilla,"pil, pil tuty, chinda tuty"
picadura,pinzh
roble,pinzh
hacer muescas,pinzhi'j
aliso,pinzú
paja brava,pi'py
junco,"pi'py , pi'pi"
indígena pijao,pi'pyshavy
Pijao,pi'pyshavy
compañero,pi'qui
rayo,"pi'sh, cpi'sh, amwe'sh, ipywe'sh, éegatjé'j"
pisón,pisún
concuñado,pits pyacj
joven,pitstacy
varón,pitstacy
hombre,pitstjé'j
varón,pitstjé'j
peón,piun
aprender,piyáa-
henderse,"pjaate-, pjaatete-"
empapar,pjach-
toser,pjája-
abrir,pjande-
destapar,pjande-
abierto,pjanden i
abrirse,pjate-
estar abierto,pjaterra u'p-
careto,pjeelu
alistar,pjeu'j-
arreglar,pjeu'j-
componer,pjeu'j-
preparar,pjeu'j-
encontrar,pjiw-
proteger,pjupj-
renovar,pju'se'j-
pilar,plaaí-
cocer maíz con ceniza,plaaíi-
planchar,planchaí-
platanal,pland ej
racimo,pland pjapj
cincho,pland sinzha
plátano,"pland, tlu"
pilado,playni
soledad,pleecu'c
freno,plenu
ácido,pllana'
sombra de una persona,pnaasa
padre con hijo u hija,pney
hija con el padre o la madre,pniisa
madre con hijo u hija,pnjí‘j
tía con sobrino o sobrina,pnjí'yacue
producir,pquíij-
derretirse,"pquiivy-, yu'a-, yu'wa-"
emprestar,pqui'j-
prestar,pqui'j-
morder,pqui'se-
encender,pqui'ta-
lámpara,pqui'tanisa
preso,"preesu, jytundsa"
tomar preso,preesu'j-
"primo, prima","primo, pucacje nyacj"
abrazar,psha'nd-
risueño,pshiica
llorar,pshiindy-
burlar,pshi'nd-
sombra,pshu
sombrear,pshú'jú'-
causar sombra,"pshú'ju-, caapshú'j u'j-"
malgastar,psuw-
contaminación,pta'nz
mugre,pta'nz
contaminar,pta'nza'j-
anunciar,pta'sh-
informar,pta'sh-
señalar,"pta'sh-, vijya-"
avisar,"pta'sh-, yuwe pta'sh-, pta'shi'sh-"
anuncio,pta'shni
estrecho,pteenz
apretarse,pteenzúu-
tijeras,ptenzúu
hacer daño a una persona,ptjáawe-
apretar,ptjuc-
sonar,ptjúuse-
acabarse,ptsu-
abuelo o abuela con nieto o nieta,ptsun
tía con sobrino o sobrina,ptsuuts
eterno,ptsuwa'jsamée
cruzarse en el camino,ptyijnde-
quitar tiempo,ptyinde-
bifurcarse,ptyute-
mostacilla,puca
lado,puca-
cachete,pucacuet
mejilla,pucacuet
a un lado de,pucate
al lado de,"pucate, pucasu, ju'ng"
ayudar,"pu'chj-, pu'chji'ch-"
colaborar,"pu'chj-, pu'chji'ch-"
ayuda,pu'chni
ayudante,pu'chsa
cuesta,pucy
pendiente,pucy
subida,pucy
cuesta abajo,pucycjé
cuesta arriba,pucyte
pelear,puii-
pleitista,puii-jypacuesa
pleito,puiini
pelea,puíini
peleador,puiisá
argumentar,puiiwe'we-
arrojar,pujmb-
ofrendar,pujnde-
llevar terciado,pujnza-
terciar,"pujnza-, jypunza-"
encontrarse con otro que viene de rumbo opuesto y pasar,pu'jycjéw-
tamal,pullu
cavar cámara lateral para enterrar,pumba'j-
cámara lateral para enterrar,pumba'jni
tender,"pume-, pus-, tende-"
hilar,pund-
lezna,pundúu
vómito,punga
vomitar,"punga-, punga'nga-"
esquina,punza
sobaco,punza cafy
dar sombra,pu'nze'j-
servir como padrinos,pu'nze'j-(lit. dar sombra)
unir,"púpy-, yuutya-"
alzar,"pu'quis-, pu'quisu's-"
plantarse,pu'quitj-
apoyarse,pu'quitjée-
fermentado,pus
agriarse,pus-
esparcir,púsh-
regar,"púsh-, pujmb-, pumbuumbu-"
tendido,pusni
fermentar,pusúu-
oler,putáa-
olor,putasá
golpear,pu'tata-
hierbabuena,putatyjá'
soplar,"putj-, putja’tja-"
encontrar,pu'tjeng
orilla,puts
al borde de,puts-
"borde, al borde de",putste
alfiler,putsu
gancho,putsu
pobre,puuple
empobrecerse,puuple yuu-
emprender,puuquiwe-
aventajar,puutejca-
dar de comer,"puuts-, puutsuts-, sájí"
alimentar,"puuts-, sá'ji-"
recíprocamente,puuty
chocar con,puuty ijca-
cara a cara,puuty pdyi'p
pelear,puuty puii-
rabiarse,puuty pyúuscue-
despedirse,puuty tyutée-
enojarse,puuty úuscha-
encontrarse,puuty uy-
ponerse de acuerdo,puuty we'we
acordar,puuty we'we-
conversar,puuty we'we-
platicar,puuty we'we-
plática,puuty we'weni
odiar mutuamente,puuty yaatse-
amarse mutuamente,puuty ya'peeygáj-
perdonar,puuty ya'peltunaí-
servir mutuamente,puuty ya'selpii-
vender,puuty ya'tywey-
apañar,pu'uwe-
perder de vista,pu'vitu-
comilón,pú'we
glotón,"pú'we, ú'shic"
reemplazar,pu'yacj-
reemplazo,pu'yacjsa
cobertizo,pwa'
jugar,pweesa'j-
mafafa,"pwel, á'sh"
hermana con hermana,pyacj
hermano con hermano,pyacj
aborrecer,pyaj tse-
mitad,"pyájn, puuvyájn"
"centro, en el centro de",pyájte
dar asco,pyajtse-
desagradar,pyajtse-
por la mitad,pyájúy
sufrir dolor,"pytjaa pang-, aca cnay-"
sentir pesar,pytjaa yajcy-
sufrir,"pytjaa yuu-, pa'ga yuu-"
dar rabia,pyúuscue-
rabiarse,pyúuscue-
"rencor, resentimiento",pyúuscue yaacyni
agitar,quéese'j-
mover,quéese'j-
dar hipo,que'shi'j-
resucitar,qui' ítyí vit-
resucitar,qui' ítyí yuu-
causar agriera,quichja'j-
hacer golpear,quiica'j-
mandar matar,quiicje'j-
alzar,quiis-
levantar,quiis-
hacer medir,quiisa'j
hacer contar,quiisa'j-
hacer probar,quiisa'j-
levantarse,quiitée-
vertical,quiitj
inclinar,quíitsju-
dejar escapar,quiiyu'j-
"que, ¿qué?",quíj
bajar,quíj-
descender,quíj-
nada,quíj yujva
algo,quíjva
sobra,"quijya, pe'ya"
sobrar,quijyáa-
residuo,"quijyasá, neeyúusá"
"quien, ¿quién?",quim
nadie,quím yujva
nigua,quima
hacer señas,quimbe'je'j-
quienquiera,"quimva, maava"
caída de agua,qui'na
chorro,qui'na
salto de agua,"qui'na, qui'na wala"
peine,quind
peinar,quind-
fruncir las cejas,quindqui'cj-
nombrar,qui'p-
poner,qui'p-
otra vez,"qui'quin, qui'"
quitar,quis-
"guardar dieta, o día de fiesta",qui's-
domingo,qui'sen
cachorro,quishcue
consolarse,"quishi-, puuty ya'cviisha'j"
mitad de semana,qui'spyáj
miércoles,qui'spyáj
queso,quisu
semana,qui'su
semanalmente,qui'sute
macana,quita
flor,quite
jardín,quite ej
florecer,quitée-
clavar,quitj-
diente,qui'tj
maní,quítj
hacer extraer muela,qui'tj caacutyi'j
extraer,qui'tj cutyi'j-
sembrado de maní,quítj ej
sembrado de maní,quítj ej
muela,qui'tj wala
inclinarse,quitje-
cabecear,quitje'tje-
crujir los dientes,qui'tjtyi csuusu'j-
quebrada,quits
agacharse,"quityáa-, quitya'tya-"
caer una gotera,quityj i'tyji-
echar gotas,quityji-
poner gotas,quityji'tyji-
suelo,quiwe
terreno,quiwe
tierra,quiwe
pecarí,quiwe cuchi
terrón,quiwe cuet
temblar,quiwe ése-
haber temblor,"quiwe ése-, ejnd u'j-"
mundo,quiwe jyuca
olla de barro,quiwe mityj
cobertizo,quiwe pwa'
hueco,quiwe pwa'
polvo,quiwe tujnd
torcaz,"quiwe tumb, yu'cj tumb"
apellido,quiwe yase
asunto de terreno,quiwe yuwe
asunto de terrenos,quiwe yuwe
centella,quiwendawa
chorrear,qul'na-
respetar,respetaí-
solo,-rráa
"solamente, sólo","-rráa,-rrarráa"
aunque,"-rrava,-teva"
y,"sa‘, atsa'"
caerse,saapajcy-
zarco,saatill
palo del telar,sacue
desmontar,"sa'j-, jysa'j-"
bajarse,"sa'j-, jysa'j-, iisa'j-"
sacudir,"sajcue-, sacueecue-"
sacristán,sangistan
sapo,sap
rana,sap le'chcue
sábado,sápatu
guala,sapete
cacique indígena,sa't
cucaracha,sa'te
atizar,"scatyjí'j-, peescatyjíj-"
pasajero,"scjéwsa, scjéwwa'jsa"
escoba,scuba
escuela,scuela
mudar la piel,scuupy-
trigo,scuutyj
trigal,scuutyj ej
restregar,scuutyj shúsh-
este,sec cáani
"oriente, este",sec cáani
salir el sol,sec cáj-
salida del sol,sec cájatste
"occidente, oeste",sec cjéeni
poniente,sec cjéeni
ocultarse,sec cjéj-
ponerse el sol,sec cjéj-
puesto del sol,sec cjéjetste
haber eclipse de sol,"sec uu-, sec shi'ndy-"
sol,"sec, tacycue"
hacer sol,secúu
hacer verano,"secúu-, ejnz yuu-"
inútil,seelpimeesa
útil,seelpisa
terrible,seena'
muchísimo,seena' wala
bajar,séj-
fingir,se'j-
barbasco,"sé'j , cwéesé'j"
pasar hacia abajo,sejéw-
laurel de cera,sela
ser ti',selpíi-
servir,selpíi-
siervo,selpisá
plegar,sembu'j-
flauta,"sende cuvy, tsjende cuvy"
enfilarse,sende'nde-
mezquinar,sendy-
volverse mezquino,sendy yuu-
sebo,sepu
cedro,setlu
insertar,se'w-
templar,"sgajnde-, spandende-"
calambre,sháacáj
dar calambre,sháacáj u'j-
bromear,"shaacue we'we-, pjay we'we-"
apodo,shaacue yase
abonar,shaacue'j-
abono,shacue
lama,"sha'cy, cha'cy, yu'sha'cy"
teñidero,shal
seca,sha'lul
ombligo,shamb
ciudad,"shamb wala, chjamb wala"
cordón umbilical,shamb wes
caserío,"shamb, chjamb"
pueblo,"shamb, chjamb"
poblado,"shamb, chjamb, chjambcué"
congregarse,shambúu-
tusilla,shande
caracol,shape
desgajar,"shapijnde-, shpindende-"
echar ranas,shá'py-
tener vástago,shá'py-
horqueta,"shá'py, chjá'py"
maguey,sha'sh tu‘j
tallo de flor de cabuya,shá'shtu'j
despedazarse,shate-
fallecer uno de la familia,shatée-
quemarse,shavy-
lombriz,shá'wé
vermífugo,shá'wé yu'tse
volver,shawend-
regresar,"shawend-, shawendu'ndu-"
carne espumosa,shba'mb
uvillo,shbu
fracturar,"shcajnde-, shcandende-"
fracturar,"shcate-, shcate'te-"
cardo,shic
áspero,"shic, shictjé'j"
risa,shicani
erizarse,shiina' yuu-
sentir incapaz,shiing-
confiadamente,shiingmée
león,shí'j
reír,"shijca-, shicaaca-"
maíz tierno,shimb
tallo de maíz,shimb dyi'tj
maizal,shimb ej
imitar,shi'nd-
remedar,shi'nd-
erizar,"shinde-, shinde'nde-"
anochecer,shi'ndy-
obscurecer,"shi'ndy-, nuychji'ndy-"
obscuridad,"shi'ndy wala, chji'ndy wala"
llorón,"shindy, chjindy"
abeja,"shi'ndy, chji'ndy"
obscuro,"shi'ndy, chji'ndy"
tinieblas,"shi'ndy, chji'ndy"
ser llorón,shindyíi-
grieta,shish
rendija,shish
rajarse,"shish-, shishi'shi-"
armadillo,shita
humear,shi'ta-
bramar,shitáa-
eslabón,shlaapún
granadino,shlala
pinto,shlala
baba,shna'na
pisco,shpiipí
desgajarse,shpite-
chlcao,shquiicy
añadir,shquitya-
simple,shú
molleja,shúcy
ardilla,shuma
volverse pardo,shumáa-
cosechar,shunde-
choclo cocido,shúpy
fregar,shúsh-
frotar,shúsh-
ungir,shúsh-
crespo,shú'sh
arrugar,shú'sh-
desgarrarse,"shú'tete-, shú'wete-"
desabrido,shúu
soso,shúu
mazamorra sin dulce,shúu cjash
perder sabor,shúucáj-
piedra,shúucuet
yerba medicinal,"shúulape, shuulepja, shúuwa'c, shúuwe'tj, shúuyu'tscavy"
silencio!,shuuna' me'p!
estar callado,"shuuna' ús-, shuuna' u'p-"
guardar silencio,"shuuna' ús-, shuuna' yuu-"
callar,shuuna' vit-
hacer callar,"shuuna' vit-, shuuna' nvijt-"
callarse,shuuna' yuu-
callado,"shuuna', viina'"
desgarrar,"shú'wende-, shú'tende-"
escancel,shúwe'tj
cidrayota,shwa'
menear,"shwendúu-, shwendu'ndu-"
ulluco,shwi'la
siete,siete
carrizo,silli
cinchar,sinzha-
señorita,siyula cna'sa
señora,"siyula, u'sha"
resbalar,"sla'tyi-, syu'tje-"
sereno,slenu
carrizo de guadua,sllimum
chlguaco,slluj
zurrón,slun
maraca,"smacja, sñuñu"
zamarro,smala
mariposa,"smejme, tsmejme"
paraje de mariposas,smeme quits
sonar,"snda'nda-, sndaanda-"
transparente,"snene, sneene"
cicatriz,sñal
marcar,sñal qui'p-
salir mazorcas,sñula-
sol dado,soldau
descargar,spáash-
zapato,spaatu
descalzo,spaatu ji'pjmée
bajar,spajcy-
descargar,spajcy-
templado,spajndspajnde
esponjarse,spápá
encogerse,spate-
encogido,spat-spate
mirar a lo lejos,spay-
espejo,speeju
cortar,"spé'tj-, spé'tje'tj-"
pegajoso,spiina'
brea,spiina'sa
despajar,spjamb-
cebolla,spulla
torcer,"spund-, tspund-"
mirar,"squii-, squiiyu'yu-"
verter,squijw-
calabazo,squijw tuca
estera,"stela, mastela"
rasgar,"stende-, stendende-"
manso,"styáanisa, maasu"
acostumbrarse,styaj-
amañarse,styáj-
por,-su
sobar,"súcj-, súcja'cja'"
echar suertes,suerte caaj-
creer,súj-
suponer,súj-
anillo,sultyjica
sortija,sultyjica
zorro,sulu
gotear,"sund, quityji-"
romper,"sunde-, sundeende-, sunde'nde-"
rasgar,"sunde-, sundende-"
desnudo,súpy
desnudarse,súpy-
pelado,"súpy, tupy"
duro,sus
recio,sus
orina,su's
leer en voz alta,sus léei-
en voz alta,sus we'we-
cuchichear,susmée we'we-
en voz baja,susmée we'we-
hablar en voz baja,susmée we'we-
murmurar,"susmée we'we-, we'wewe-"
ruido,susni
vejiga,su'stu'j
sonar,susu-
orinar,su'su-
chorrear,susúu-
reventar,"sute-, sute'te-"
romperse,"sute-, sute'te-"
roto,suteni
esconder,sútj-
rayar,suty-
azúcar,suucal
desnudar,súupi'j-
desvestir,"súupi'j-, túupi'j-"
dañar,suw-
destruir,"suw-, pemba-"
dañarse,suwée-
descomponerse,suwée-
agujerear,swejnde-
taladrar,swejnde-
perforar,"swejnde-, swendende-"
patear,swétj-
poner marca,syaalu'j-
disfrazar,taachin yuu-
renacuajo,taacy wendy
ánima,taafiy
espíritu de difunto,taafiy
neblina,táapj
nube,táapj
anublarse,táapjúu-
nublarse,táapjúu-
comenzar,"tacj-, pú'tyj-"
empezar,"tacj-, pú'tyj-"
animal domesticado,tajcy
a menudo,"tajta, tajtatey"
cinco,tajts
quinto,tajtstewe'sh
delgado,"tall, zunz, zunzcué"
flaco,"tall, íchj"
enflaquecerse,"talli-, íchj-"
bulto,tamby
costado,tamby
costilla,tamby
cucarrón,ta'nda
escarabajo,ta'nda
dar vuelta,tandy-
redondo,"tandy, jyand"
girar,tandyíi-
rodar,tandyíi-
curva,ta'ngu
vuelta,ta'ngu
sentir 'señas',"ta'ñi-, jyta'ñi-, pil ése-"
ancho,tape
tabla,tapla
criar,taqui'j-
paloma domesticada,taqui'ni tumb
domesticado,taqui'nisa
taza,tasa
mata,tash
calcañar,tásh
tronco,tá'sh
delante de,tashte
abajo,"tashu, cjécjenaaju"
papá,tata
abuelo,"tata wala, papa luí, niish, íishi"
padres,tatawe'sh
torcido,ta'ts
torcerse,ta'ts-
"torcer, ponerse torcido",ta'tsu'j-
arco,taty
ataúd,taul
chumbe,taw
faja,taw
telar,taw tel
desfiladero,tcafy
pacunga,tcu'nz
en,"-te,-ca,-ga"
lamer,tech-
tres,tecj
tres veces,tecj us
teja,tecja
tercero,tecjtewe'sh
directamente,tee jwend
uno,teech
en un lugar,teech ajte
uno por uno,teech teech
poco,"teechcue, cujmée"
enfermedad contagiosa,teega wee
poner en el cepo o horqueta,teelu'j-
dar volteretas,teepjute-
seis,teesacy
ascender,tejca-
trepar,tejca-
subir,"tejca-, iitejca-, iictejca-"
cepo,tel
ponerse de pie,"tishi-, yuju-"
sobrar,tjaacue-
más,"tjaacue, jytjaacue"
deseo,"tjáasnl, jytjáasni"
grave,tjacue
peor,tjacue
ponerse grave,tjacuee-
cerro,tjá'j
cumbre,"tja'j vits, vits wala"
coronilla,tjá'mbush
avergonzarse,tjame-
tener vergüenza,tjame-
vergonzoso,"tjame yuj , tjaampa', paytjame'"
penoso,tjamejy
pedir,"tjás-, péjy-, pe'w-"
roncar,tjá'tja-
calabacita,tjee
durar,tjéeyúu-
anciano,tjé'j
jecho,tjé'j
viejo,"tjé'j, tjé'cjué"
adulto,tjé'jsa
mayor,"tjé'jsa, ntjé'jsa"
mayores,tjé'jsawe'sh
cuidar,tjeng-
mirar,"tjeng-, tjengu'ngu-"
lavar,tjetj-
apisonar,tjetjée
difícil,tjéy
fácil,tjéymée
dificultad,tjéysa
tener dificultades,tjéyte ñuste fi'nze-
estar ocupado,"tjéyte ús-, tjéyte u'p-"
"ocupado, estar ocupado","tjéyte ús-, tjéyte ú'p-"
estar desocupado,"tjeytemée ús-, tjéytemée u'p-"
estrangular,tjuc-
ladear,"tjuja-, tjuja'ja-"
estar desnivelado,tjujarra ús-
lengua,tjune
chamiza,tjuse
tupido,tjutj
ponerse tupido,tjutjúu-
"erizo, puerco espín",tjuw
oreja,tjú'we
oído,tjú'wé cafy
cerumen,tjú'wé chica
sordo,"tjúwé much, much"
arete,tjú'wé ya'qui
parar las orejas,tjú'wé's catj tyaj-
alchucha,tmbi'ch
rollo,tpand
arremangar,tpand-
arrollar(v.t),tpand-
doblar,tpejng-
"volver claro, aclarar",tsalli-
gavilán,tsalli'll
hierro,tsam
metal,tsam
herrero,tsam tut-sa
malla,tsam ucje
alambre,tsam wes
color claro,tsejctsejc
planchudo,tsep
azul,tséy
verde,tséy
azul claro,tséytséy chijme
espalda,tsinz
espina dorsal,tsinz dyi'tj
columna vertebral,tsinz zec
de espaldas,tsinzuj
mora,tsiun
zarzamora,tsiun
extender los brazos,tsja'ya-
atar palos verticales,tsjende-
empajar,tsjíts um-
paja,tsjítsj
cabo,tsjítsj menz
choza,tsjítsj yat
espina,tsjútsj
retiñir,tsñiñi-
gotera,tsund
ciruela silvestre,tsunde
martingalvis,tsundefy
sapo pequeño,tsunz
choclo,tsut
dar fruto,tsut-
maizal,tsut ej
tamal de choclo,tsut pullu
trenza de cabuya,tsú'ta
encenillo,tsute
columpiar,tsuvy-
hinchazón,tsu'vy
hincharse,tsu'vy-
dormilón,tsúvy
hidropesía,tsu'vy wee
retorcer,"tswend-, tswendu'ndu-"
voltear la cabeza,tswendu'ndu-
opacar,tu' vi-
inflamarse,tu'c-
calabazo,tuca
totuma,tuca
tocar,"tu'ca-, tu'caca-, tucaaca-. pu'tata-"
cuchara,"tucha'cy, cha'cy"
gemir,"túchj-, túchji'chji-"
pujar,"túchjáa-, túchji'chji-"
pus,tucj
supurar,tucjáa-
en voz entrecortada,tu'ctu'c we'we-
torcaz pequeño,"tucú, chí'ch"
eructar ,tu'fy-
poporo,"tu'j, cuetand tu'j"
tocar,tujca-
gris,"tujme, tséytséy tujme, tujmetujme"
pardo,"tujme, tújme, cjúchcjúchdyi'"
en seco,tujmete
cesar,tujnd-
despacio,"tujnd, tujndtujnd"
poco a poco,tujndtujnd
toro,tulu
cercar,tulu'j-
paloma,tumb
pichón,tumb luuch
malla,tumb ucje
atado,tund
ligero,tund
manojo,tund
atar,tund-
amarrar,"tund-, tundund-"
rápido,"tund, dund"
rato,tundte
apurarse,tundúu-
tomar,tundy-
beber,tundy-
encorvado,tuñ
encorvarse,tuñi-
araña,tupa
telaraña,tupapwejy
ciempiés,"túpil, ultúpy"
raspar,"tupinde-, dyindy-"
hacerse mataduras,tupite-
húmedo,"tupj , le'le"
humedecer,tupjáa-
revés,tupy
ladear,tupy-
pelar,tupy-
voltear,tupy-
toromonte,"turuc, buruc"
acarrear,tu's-
cargar,tu's-
llevar,"tu's-, tú's-"
embotado,tut
puño,tut
embotar,tut-
picar,tut-
mugido,tút
tuétano,tuta'
"levantar fama, crear fama",tutje-
chamón,túts
muela del juicio,"tútsa, tsute wala"
canturrear,tutu'tu-
roer,tutúu-
mugir,"tútúu-, pembée-"
barriga,tuty
estómago,tuty
panza,tuty
partear,tuty jya'ndy-
partera,"tuty jya'ndysa, nasa spaacysa"
abdomen,tuty letya
vientre,"tutyj, tutyj dyiite"
matriz,tutyte nasa u'pni
emborracharse,tuu-
borrachera,túu
limpiar maleza,túupi'j-
remojar,tuupja'j-
borracho,túusá
tomado,túusá
alabar,tuutje'j-
honrar,tuutje'j-
fama,tuutje'jni
corto ,tuw
enrazada,tuya
preñada,tuya
cafeto,twaatsec
trozar,"twajca-, twaaca'ca-"
charlar,twéeji-
consigo,"tyaa, yacj, cyaa, yacj"
"ellos, ellas",tyáawe'sh
"su, sus","tyáawe'sh, cyáawe'sh"
llano,tyac
hace mucho tiempo,tyach
hace tiempo,tyach
hace poco,tyachmée
hace poco tiempo,tyachmée
viejo,tyachwe'sh
tamaño,tyacjuey
"tanto, tan","tyacue, nacue"
construir,tyaj-
poner,tyaj-
entonces,"tyajú', cyajú'"
"su, sus","tyajy, cyajy"
tanto,"tyanzue, manzcue"
asimismo,"tyá'wéy, cyá'wéy"
hartarse,tyic-
saciar,tyic-
tigrillo,"tyiclli, atall ech"
hacer barro,tyiityi'j-
barro,tyity
embarrar,tyity ambu-
ciénaga,tyity wala
pantano,tyity wala
col,tyjá'
