esp,nas
manejo de bienes de muchas personas,nasa kuh hi'pun'it' i'pe'hn'i
podrido,"wa'wa, chimbyni"
oveja,piishá
pulga,pá'pa
ninguno,maa yujva
vejiga,su'stu'j
maldecir,cysew-
regocijo,wecha en
alcanzar,cája-
tendón,cuse watse
territorio de mando,Ikah kiwe
carrizo de guadua,sllimum
deuda,yul
chonta,chunda
ceja,yafy cjas
oso,e'shavy
escarcha,ée cytá'
contigo,"indy, yacj, i'cue, yacj"
ventear,wejyáa-
partidario,ju'ngusa
llenar,yuuta-
distinto,fiy
bosque,yu'cj
tabla,tapla
famoso,jytujte
alzar,ambu'ju-
manga,manga
con la mano,cuseju
chachafruto,uswa'l
desfiladero,tcafy
fontanela,"yutyi, jycuet yutyi"
relatar,cuentu'j-
hacer rendir más,nuypejna-
zarzamora,tsiun
hermana,npe'sh
pedazo,"pe'la, pe'lacue"
recién,"ách, áchrráa"
techo,yat cuejcue
olla de barro,quiwe mityj
"fiar, pedir fiado",ulu'j-
conseguir,uy-
lucero,á'wala
hacer calor,acha yuu-
chlsmear,íshiina nuywe'we-
engañar,"íshíi-, cjalma tyaj-"
pequeño,"le'ch, le'chcué"
perico,chí'
pezón,chu'ch letani
"cualquier, cualquiera",maava
"tuberculosis, tisis",undy wee
papaya,payáa
trozo,pe'la
hacer encarcelar,caashi'j-
leña,e'cy
bocio,péty shiwa
"torcer, ponerse torcido",ta'tsu'j-
muchacho,"luuch pijts, pitscué, cué"
estallar,újpa-
nevado,"yandy, ñandy"
buscar,pacue-
limpiar maleza,túupi'j-
temblar,yaya-
arrayán,tyjíte
caja dental,cacja
peón,piun
comején,"fytúu chica, fytúu wes, fytúu ú'sa"
"volver claro, aclarar",tsalli-
taparse,"pá'ch-, ya'pá'ch-"
"nosotros, nosotras",cue'sh
cobrar,yuul péjy-
madrugada,"chji'ndytey, wala cusíi"
peleador,puiisá
lastimarse,ya'cpá'yuu-
sin embargo,naasá
cuandoquiera,"bagachva, ma'wénva"
estirarse,jyzuunz-
abandonar,"waataj-, tjengmée nvijt-"
medir,isa-
carrizo,pel
pepita,"ñiñ, ñiñcué"
"guardar dieta, o día de fiesta",qui's-
concebir,nasa ji'pj neeyúu-
vara,chunda
vincularse en las Corporaciones Públicas,ikahn'i kwewesu ucheena
pendiente,pucy
poniente,sec cjéeni
cobertizo,yat pwa'
suegro,"nyu neytjé'j, cajcatjé'j, ncaacatjé'j"
maizal,tsut ej
dejar hervir,cambi'j-
encomendar,neewe'we-
andar atrás de,menzú-
adulto,tjé'jsa
fríjol,us fi'j
despreciar,"ajtse-, atseyajcy-, weech-"
más,jwee
sentir triste,ñus yajcy-
callo,iindeweni
platicar,puuty we'we-
quejarse,yuwe ús-
gris,"tujme, tséytséy tujme, tujmetujme"
dañarse,suwée-
hormiga,"cjá'cjá, cjá'ng"
páez,nasa
ensillado,wa'ta'jni
chorro,qui'na
tener pereza,wa'l-
tapar,apj-
viudo,ech pijts
palpitar,úus úpjúpj-
tendón,chinda watse
guía,pe'jna u'jsa
orinar,su'su-
hacer mermar,nuyúuchi-
hacerse mataduras,tupite-
rascadera,á'sh
ponerse tupido,tjutjúu-
soledad,pleecu'c
ampollar,"bish-, shcambish-"
hacer zumbar,cmbu'mbu'j-
hacer gotear,caaquityi'j-
claro,afy
disminuir,úuchi-
desplumar,atall cjas ujnde-
páramo,we'pe ñus
diez,csemba
rayo,"pi'sh, cpi'sh, amwe'sh, ipywe'sh, éegatjé'j"
pesar,isa-
fingir ser partidario de,menzu-
de donde,maajú
asunto,yuwe
"unos cuantos, pocos","manzcuée, manz manz, nanzcué"
ola,yu'túchjasá
luciérnaga,"echtséy, cupjy, cupjipy"
cojear,lengu-
escalera,"we'j, petyi'jni"
gancho,putsu
protegerse,ya'pjupj-
jigra tejida con agujas grandes,molta ya'ja
hacer eructar,ctu'fi'j
blusa de lana,jypuuts atyj
casa de la minga,pi'cy yat
trompo,"chunga, jande chunga"
"Nuestra Nación se llama Colombia. Las personas vivimos bajo la protección del libro mayor del poder. Verdaderamente ésta forma de organizar la vida por escrito es de los no indígenas el que se llama Constitución Política. Ahora los indígenas también podemos participar en la construcción del bienestar del país dentro de este territorio grande, juntando todas las manos; juntando las cabezas como un sólo pensamiento y de todo corazón, sea no indígena, negro, todos. La resistencia indígena enseñada por la tradición de nuestros antepasados ahora quedó más reconocida, en ese sentido nos es placentero.","Kwe's' C'Hab wala kiwe' Kulubya yaase'. Naa kiwete nwe'wesa' ikahsa Ec Ne'hwe's kusetek nasa' maa maapa ipe'hn'i ya'fi'ze'. Waaswe's'yuh na'we f'i'c'a f'i'zewa'ha's neesn'iyuha', k'a'stha'w ikahsa Ec Ne'hwe's yase'. Ác'pa k'anina'wey nasasa ha'da naa kiwe walate uta hwe ewc'ac'a úswa'ha's v'itwa'k yuu, pemaa kuset'ipa púp'na; pemaa dik'theyakhpa teec' na'wec'a yahk'na, úushu h'ukay, waasma'kyuu, kúc'ma'kyuu, napa h'uka. Kwe's' hu'gthé'we's úskiwe'n'i's pu'k'ithya' neesn'i' ác'ha' weh'ku ewuc'a nenyu, k'a weh'ate bakac'tepa wec'ayuhsayuhha'."
disimular,peenda-
abajeño,cjécjenaasuwe'sh
quejoso,yuwe ússa
eructar ,tu'fy-
sombrero de palma,lamus chwa'
deber,"ulu'j-, yuulu-"
epidemia,wee
enfermedad,wee
tuerto,yafy puuple
escribiente,fi'pju'chsa
regar,yu' caaj-
levantar,quiis-
antenoche,jú'na cuscjé
permanente,nes
orar,Dyus yacj puuty we'we-
ver,"uy-, tjeng-"
rascar,yuse'j-
maleza,jyútj
felicidad,wecha en
endulzar,ñusha'j-
desengañar,cjalma spajcy-
chicha de maíz,cjash yu'
ser salvo,ewte neeyúu-
estantillo,yat chinda
hacer sentarse,caachji'j-
sombrero,chwa'
cierto,isa
decir,ji-
mata de caña brava,cjíij tash
perezoso,"watycue, watycuesa"
hacer fresco,finze yuu-
guadua,mujm
maíz,cutyj
erizar,"shinde-, shinde'nde-"
abeja,"shi'ndy, chji'ndy"
adelantarse(v.r),fiyajts-
sentir orgulloso,iiwejch yajcy-
hilo,ilu
coger,"uwe-, pu'uwe-"
ladrón,peswée
mujer,u'y
anca,jimba ji'mbe
ensillar,"wa'ta'j-, wa’ta atyaj-"
miedoso,"paaúucjsa, paaúucjtjé'j"
severamente,juuna'
libra,libra
ustedes,i'cue'sh
inocente,yuuwemeesa
encubrir,yuwe's apj-
poner arete,ya'qui-
liso,lavy
músico,cytala tucasa
lograr escuchar,cpaawése'j-
baba,shna'na
emborracharse,tuu-
desear,"jytjaas-, wéje-"
hacer sol,secúu
carrizo,silli
insertar,se'w-
hijo,nchi'c
caminar,u'j u-
cazador,vicysa
intestlno,meetu'j
rama,éjya cu'ta
caerse,saapajcy-
apretar,cytemúu-
dar ataque,caywéchpa'ja'j-
cepillar,ú'tsj-
collareja,lu'sumb
ruido,susni
nutria,"yu'nutre, yu'alcu"
tener hambre,wéje-
florecer,quitée-
trabajador,mjíisa
hacer florecer,nuyquite-
caer encina de,acaach-
hacer caer,cweete'j-
travesaño,cfind
nido de pájaro,vichacue yat
leer en voz alta,sus léei-
molestar,"cuch vit-, cuch yuu-"
casa en forma de L,yat ta'ng
saber,"jii-, jiyu-"
alchucha,tmbi'ch
desenvolver,"yapujnde-, yaptende-"
coger lo ajeno,npach-
rodear,cyaandu-
canto del gallo,atall we'wetste
hacer encontrarse,caapuutyuyu'j
girar,tandyíi-
hocico,cuchi íts
mandar poner,caaqui'pu'j-
taladrar,swejnde-
"estar parado, de pie",yujurra ús-
inmortal,uuwa'jmée
calabazo,cwetand tuca
eslabón,shlaapún
ignorante,jiimeesa
fracturar,"shcajnde-, shcandende-"
cruzar los brazos,cusety jyaw-
aceptar,jypa'ga-
por,-su
pegarse a,nuqui-
señorita,siyula cna'sa
paliza,pecueni
herirse,cpáyúu-
trabajar,mjíi-
corredor,"yat pwa', cneetul"
perdonar,puuty ya'peltunaí-
cabra,capla
separarse,tyute-
pescuezo,tyjicj
tamal de choclo,tsut pullu
hechizar,cne's
hijastra,niisa npaasa
coger,at-
rehusar dar o gastar,peevisha-
pantano,tyity wala
afanarse,pa'pchu-
tomado,túusá
esquilar,piisha cjas waca-
cargar,yacj-
hacer concebir,nasa cji'pju'j-
mandar acompañar,caapi'qui'j-
derretirse,"pquiivy-, yu'a-, yu'wa-"
hacer llevar,caatu'j
"cuanto, ¿cuánto?",macjue
mandar alimentar,caapuutsu'j-
pueblo,"shamb, chjamb"
ayer,"jú'na, ú'na"
diario,een i sa
cosechar,ú' pcjacj-
camino de herradura,jimba dyi'j
desgajarse,shpite-
secretamente,paatste
diablo,echtjé'j
cerrar la boca,iimujcue-
solo,-rráa
"Artículo 12. Nadie será sometido a desaparición forzada, a torturas ni a tratos o penas crueles, inhumanos o degradantes.","F'i'n'i pe'la 12. Kimyuhpa nasa nwe's'a's huuna' uwec'a í'suthya' ewumena, pk'uya', pápaya', kyac'hi'ya', ithaakwe kuk'the' yuuna, kaythameya' ewumena."
barato,pa'gamée
derrumbarse,"ejy saapajcy-, ejy upe-"
lodo,"tylty, tyity le'le"
hacer llorar,ca'ne'j
enseñar,"caapiya'j-, peevya'j-"
fiscal,pescal
compadre,cmbale
pico,pica
lograr avisar,cpaapta'sh-
revolver,davy-
arruga,cue'nz
hacer gastar,caagastaí'j-
calabazo,squijw tuca
tomar preso,preesu'j-
abanico,cweejya'jni
perdiz,fi'l
voz,we'weni
fiebre,cacuesec
uno tras otro,vitvite
relámpago,cpi'sh cuejne-
proteger,pjupj-
formar tumor,cuwúu-
escampar,ñus píi-
llevar en la mano,"at-, yaat-"
amo,amu
entenado,jype'jnisa
suponer,súj-
conversar,puuty we'we-
caber,cjéj-
yegua,jimba u'y
rasurar,dyindy-
pasar hacia abajo,sejéw-
padecer,wee cnay-
cohete,cwéetes
trozar,"twajca-, twaaca'ca-"
peste,wee
acertadamente,"jypumbamée, shiingmée"
primero,nyafytewe'sh
sabana,ucue wala
garganta,péty
Apreciados amigos:,D'i'p ya'uyn'i h'ukaysat' wec'a'th:
cóndor,cndul
mundo,quiwe jyuca
atarraya,wendy ucje
sollozar,jetu'tu-
pardo,"tujme, tújme, cjúchcjúchdyi'"
cocido,íitse'jni
encarar,pdyi'pu-
usar,"iijyúu-, cseelpi'j-"
gavilán,tsalli'll
barbasco,"sé'j , cwéesé'j"
desensillar,wa'ta spajcy-
anublarse,táapjúu-
encargar,paawe'we-
hacer barbacoa,átu'j-
ponerse caro,pa'ga yuu-
tijeras,ptenzúu
pierna,chinda
emprender,puuquiwe-
semilla,fiw
quejarse,"pembée-, túchj-"
subir,"tejca-, iitejca-, iictejca-"
zafar,"pajnde-, pandende-"
sombrero de ramos,chúpy chwa'
ser vencido,ya'cach-
brincar,"upj-, úpjúupj-"
jurar,juraí-
en un lugar,teech ajte
poner sombrero,fíic-
caballete,yat cluu
invierno,"nus en, nus pa'ja en"
hacer escribir,cfi'ja'j-
pensar o sentir por sí mismo con su corazón,peek' ijushu yaak'n'i
sereno,slenu
cesar,tujnd-
tapa,apjáa
desierto,nasa u'pnimée quiwe
pelusa de maíz,cutyj cjas
sol dado,soldau
taparse el rostro,yaapj-
cobijarse,pa'ch-
cobrador,yuul péysa
cobertizo,quiwe pwa'
bostezar,deeway-
sobre,"cajcue, cuejcue"
bautizo,yaseni
pedir,"tjás-, péjy-, pe'w-"
garabato,claapatu
varón,pitstjé'j
"Cuando, a fines de 1991, los Consejeros del Presidente de la República llamaron al Centro Colombiano de Estudios de Lenguas Aborígenes de la Universidad de los Andes para preguntar si podíamos traducir la nueva Constitución a varias lenguas indígenas del país, contestamos que sí, con un poco de miedo y con mucho entusiasmo a la vez. Los estudios que desarrollábamos aquí, desde hacía más de diez años, nos habían mostrado a todos, estudiantes, profesores e investigadores, la profundidad, sutileza y belleza de la gramática y del léxico de las lenguas indígenas. La práctica de sus textos mitológicos, de sus cantos, de su arte de contar nos habían convencido del gran valor estético, literario y de sabiduría de sus tradiciones. Sin embargo, traducir la Constitución, o sea, buscar los equivalentes de expresiones y términos jurídicos muy propios de la tradición occidental a lenguas indígenas tan alejadas de esta misma tradición, suponía un desafío totalmente nuevo y un riesgo alto.","1.991te' Chab Wala kiwete npicthé'a's yu'k'pehsawe's' CCELA's pa'yac'a naa EC Ne'hwe's'a's maa nasawe's' yuwesu kuki'ya' tuduuma'kwe híte' le'c'kkwe úukhnapa ya'ewuna hína pastha'w Universidad de los Andesyu. Ayte' nasawe's' yuwet'i 10 a'kaf' thaakweya' k'ac'h mhina yuun'i' pehka piyasat'i, kapiya'sat'i, hiiwalasa ya'papehy'i yaf'te nasawe's' we'wen'i yuwet'i nmeh sena z'ic'kkwesa úste áatek nv'iht.Yacka thé' weh'a, ma'we memn'isa, kusehu ma'we z'ic'kwe v'itna mhin'i' we's'me sena kihytepa h'uka áhsac', kihytepa h'uka hiic' f'i'zen'isa ústa' .Isateyu' k'a'wesatepa Ec Ne'hwe's'a's nasawe's' yuwesu kuki'wéteyu' yuume sena théysa kasehk, waaspwe's' ikahna we'wen'i yuwe f'ii ústa' naapa'kate sa' nasapwe's' f'i'zen'iyakha' sena pt'uteesata' naapa'ka."
gente,"wagás, mushca"
abrir,cafi'j-
hoja,éjyá ets
cincho,pland sinzha
aplaudir,cusega jypetyatya-
campo de coca,ésh ej
pobre,puuple
mata,tash
aire,wejya
"de, desde","-ju,-u,-uj"
pleito,puiini
hacer amontonar,cmuutsu'j-
morder,"wa'cy-,"
niña,"luuch, luuch u'y, wasacué"
ahumado,aj uweni
rellenar,yutaa-
fácil,tjéymée
tirar,újpa-
regocijarse,wecha-
amante,pdeepits
enterarse,jii neeyúu-
hacer sacar,caacutyi'j-
obediente,ew nwéese'jsa
meter,ca'ga'j-
pareja,"peetam, ptam"
flojo,"lash, lacy, zuuna'mée"
hartarse,tyic-
abogar,yuwe pu'ch-
pronto,dund
cara,dyi'p
espesarse,fitse-
arenoso,cu'ch
arrastrar,"wenzh-, wenzhi'nzh-"
aguacate,ujtse
